Tissue,CT,Gene
Kidney,Natural killer T(NKT) cell,"NKG7,CD3D,GNLY,CD8A,IL7R,CD3E"
Kidney,Natural killer cell,"NKG7,NCAM1,NKG7,KLRD1,KLRD1,PRF1,KLRB1,XCL1,FCGR3A,CD160,KIR2DL3,XCL2,CD3E,CD2,CD3D,NKG7,PTPRC,CCL5,FCGR3A,NCAM1,GNLY,IL32,NKG7,KLRB1,IFNG,NCAM1,PRF1,GNLY,NKG7"
Kidney,Nephron epithelial cell,"SLC22A7,PTPRO,SLC34A1,CLDN8,AVPR2,KRT23,SLC22A8,SLC17A3,KCNJ1,SAA2,AQP2,SLC4A1,SLC12A1,WT1,SLC13A3,PODXL,SLC8A1,SLC16A9,SLC26A4,CLCNKB,VCAM1,ATP6V0D2,SLC7A13,CLDN16,PODXL,PTPRO"
Kidney,Nephron progenitor cell,"SIX1,DAPL1,LYPD1,CRABP2,CRABP2,TMEM100,CCNB2,NUSAP1,MRPL18,SIX2,HSPA1A,HAS2,CITED1,RSPO3,CACYBP,MDK,ZFAND2A,HMGB2,CENPF,NKAIN3,HOXC6,DNAJB1,CKS2,PRXL2A,EYA1,CITED1,DAPL1,SALL1,SIX2,ITGA8,SALL1,SIX1,TMEM100,CITED1"
Kidney,Neural precursor cell,"DCX,NES,PAX6,SOX2"
Kidney,Neuron,"ELAVL3,ELAVL4,NCAM1,STMN2,CRABP1,NEUROD1,MSX1"
Kidney,Neutrophil,"CXCR2,ALPL,AQP9,SOD2,AQP9,TNFAIP6,TYROBP,CXCL1,MSRB1,CDA,IL1RN,IL1R2,SLC25A37,SELL,ARG1,CXCR2,TREM1,VNN2,CDA,CLC,PHOSPHO1,ORM1,S100A9,ANXA3,RGS2,MNDA,TNFAIP6,CXCL8,ORM1,CXCL8,USP10,NAMPT,DRC1,S100A11,BCL2A1,PROK2,ANP32A,PGLYRP1,USP10,OSM,S100A8,FOS,S100A12,S100P,IGSF6,DGAT2,SDCBP,IFITM2,CXCL8,TNFRSF10C,BTNL8,KCNJ15,PTGS2,IL1R2,LST1,CMTM2,PROK2,G0S2,PGLYRP1,QPCT,QPCT,GCA,ARG1,FCGR3B,PELI1,S100A9,MMP9,MNDA,MNDA,LINC00211,CSF3R,FTL,SAT1,CXCL8,CXCR1,HCAR3,S100A11,ADM,PADI4,NAMPT,RGS2,SOD2,ROPN1L,FCGR3B,FCGR3B,CLEC4D,KRT23,S100P,SELL,NFE4,NFE4,C3orf86,C3orf86,FPR1,FPR2,PTGS2,FCAR,GCA,ADGRG3,PI3,HCAR2,CEBPB,LRG1,MXD1,FCGR3B,BTNL8,ABHD5,BASP1,S100A8,LINC01506,MNDA,CLEC4E,FCAR,ADGRG3,IFITM2,MCEMP1,ST20,CLEC4E,TGM3,LUCAT1,LST1,ANXA3,CSF3R,G0S2,S100A12,PELATON,BCL2A1,CMTM2,FPR1,NCF1,S100A9,S100A8"
Kidney,Non PT tubular cell,"UMOD,SLC24A1,SLC12A1,SLC4A1,UPK3A,AQP2,KRT17"
Kidney,Normal cell,"CDKN2B,CDKN2A,VHL,FLCN,BAP1,LAMB1,LAMA5,COL4A2,LAMC1,COL4A1,LAMB2"
Kidney,Pan leukocyte,"PTPRC,PTPRC"
Kidney,Pan-macrophage,"CD163,CD69"
Kidney,Pelvic epithelial cell,"DUOX2,SLPI,SAA2,S100P,KRT17,MUC4,SAA1,LCN2,S100A9"
Kidney,Pericyte,"MEIS2,CSPG4,COL1A1,MEIS1,COL3A1,SYNM,TAGLN,ACTA2,MYH11,KAT14"
Kidney,Phagocyte,"PODXL,PTPRO,NPHS2"
Kidney,Plasma cell,"IGKV1-12,IGKV3-15,IGLC2,FAM30A,IGKV1-39,PIM2,IGLL1,IGLV3-10,S100A9,IGLC4,TNFRSF17,IGHV3-33,IGLC7,IGKC,CD79A,IGHGP,IGLL5,POU2AF1,IGLC6,CPNE5,KIF19,MNX1-AS1,JSRP1,IGHV3-23,IGHM,IGLV3-1,IGKV4-1,LCN8,PARM1,S100A8,IGHG3,SDC1,PKHD1L1,MUC20,TNFRSF13C,IGKC,IGLC3,TAS1R3,IL5RA,DERL3,FCRL5,JCHAIN,MEI1,LINC00582,MZB1,IGHA1,IGHA2,IGHG4,JCHAIN,BRSK1,PNOC,IGHG2,FKBP11,MZB1,IGHA2,ENAM,IGHG1,IGHG3,SDC1,MZB1,SDC1"
Kidney,Plasmacytoid dendritic cell,"CXCR3,NRP1,IRF8,CLEC4C,CLEC4C,JCHAIN,JCHAIN"
Kidney,Plasmacytoid dendritic cell(pDC),"CLEC4C,IL3RA,LILRA4,CLIC3"
Kidney,Podocyte,"WT1,CCN2,MAFB,ROBO2,NPHS2,TCF21,VEGFA,OLFM3,PODXL,THSD7A,TPPP3,PALS1,PTPRO,MAFB,NPHS1,PCOLCE2,NPHS1,WT1,NPHS2,PODXL,NPHS1,PODXL,NPHS2,PODXL,PODXL,NPHS2"
Kidney,Podocyte precursor,"C17orf58,PPIB,OLFM3,IL1R1"
Kidney,Pre-tubular aggregate cell,"PAX8,LHX1"
Kidney,Pretubular aggregate cell,"CCND1,MACROH2A1,CALCA,RANBP1,LHX1,WNT4,RAN"
Kidney,Primitive vesicle cell,"CAMK2A,DSC1,LINC01031,RSPO1,KIRREL2,RFPL1,DACH2,WFIKKN1,KREMEN2"
Kidney,Principal cell,"FXYD4,SCNN1G,AQP3,AQP2,FXYD4,AQP2,AQP3,TMEM213"
Kidney,Profiling cell,"MKI67,TOP2A"
Kidney,Progenitor cell,"PROM1,CD24,SOX2,SOX9,ICAM1,VCAM1,VIM,CD24"
Kidney,Proliferative cell,"RPL35,RPL22,RPS3A,SNRPD2,CENPF,TOP2A,H4C3,HMGB2"
Kidney,Proximal segment cell,"C1orf210,PIFO,CCDC198,CFAP126"
Kidney,Proximal tubular cell,"MMRN1,ITK,ALDOB,ALDOB,SLC22A8,LRP2,CUBN,DCXR,SLC9A3,CUBN,ALDOB,LRP2,SLC13A1,PDZK1IP1,PDZK1IP1,ALDOB,CUBN,LRP2,ABCC4,EPCAM,SLC22A5,KRT18,LRP2,SLC5A12"
Kidney,Proximal tubule (PT) cell,"PDZK1,AQP1"
Kidney,Proximal tubule cell,"ACE2,GPX3,ALDOB"
Kidney,Regulatory T (Treg) cell,"TRAC,TNFRSF18,IL32,TRBC2,CD3D,CTLA4,FOXP3"
Kidney,Regulatory T(Treg) cell,"FOXP3,FOXP3,KLRD1,CD4,CD8B,IL7R,FOXP3"
Kidney,Regulatory innate lymphoid cell,"IL7R,IL10,KLRB1"
Kidney,Renal progenitor cell,"PROM1,PAX2"
Kidney,Renal tubular cell,"CCL2,ALCAM,TFPI"
Kidney,Renal vesicle & comma-shaped body cell,"KLK6,LAMP5,SFRP2,CCND1,PCP4,PAX8,LHX1,EMID1"
Kidney,Resting memory B cell,"CD27,CR2"
Kidney,Smooth muscle cell,"ANGPT2,GATA3,HOPX,ACTA2,MEF2C,PDGFRB,ACTA2,TAGLN,ACTA2,MYH11,TAGLN,MYLK"
Kidney,Smooth muscle-like cell,"ACTA2,TPM2"
Kidney,Stem cell,"ITGB1,CD24,PROM1,ICAM1,VCAM1,VIM"
Kidney,Stromal cell,"DCN,CXCL12,PRELP,ACTA2,MYL9,TAGLN,TNC,PDGFRB,LUM,ACTA2,PDGFRB,COL1A1"
Kidney,T cell,"CD28,TIGIT,CTLA4,HAVCR2,TNFRSF9,CD27,HAVCR2,PDCD1,LAG3,PDCD1,CD3E,CD3D,PTPRC,CD2,CD3E,NKG7,CCL5,CCR8,TNFRSF4,ICOS,TNFRSF9,CTLA4,MAGEH1,TNFRSF18,IL2RA,CD177,FOXP3,CD3D,CD69,CD3E,IL7R,CD8A,CD5,CD2,CD3D,CD8A"
Kidney,T helper cell,"CD52,TRAC,TRBC2,CD3D,TRAC,CD40LG,CCR7,IL32,CD40LG,CD3E,IL7R,IL7R,CD3D,CCR6"
Kidney,T peripheral helper(Tph) cell,"CXCR3,PDCD1,CCR2,CD4"
Kidney,Thick Ascending Limb cell,"UMOD,SLC12A1"
Kidney,Tubular cell,"SPP1,LRP2"
Kidney,Tumor‐associated macrophage (TAM),"CD68,CD163"
Kidney,Type A intercalated cell,"AQP6,SLC4A1"
Kidney,Ureteric bud cell,"NMU,LAMA1,CLDN6,KRT18,KRT8,MMP7,RET"
Kidney,Urothelium cell,"TP63,DHRS2,KRT5,UPK1B,S100P,NECTIN4"
Kidney,Vascular endothelial cell,"PECAM1,PLVAP"
Kidney,Vascular smooth muscle cell(VSMC),"ACTA2,KAT14,MYH11"
Kidney,Vasculature cell,"TIMP3,PLVAP,SLC14A1,PECAM1,PLVAP,PECAM1"
Kidney,Venous cell,"EPHB4,NR2F2,NRP2"
Kidney,glomerular Endothelial cell (ECg),"EMCN,PECAM1,PLVAP"
Kidney,vasa recta Endothelial cell (ECvr),"CLDN5,FLT1,PECAM1"
Knee joint,Macrophage,"CD68,ALCAM"
Larynx,Fibroblast,"CD34,NT5E,PTPRC,PECAM1,CD44,ITGB1,CD14,THY1"
Ligament,Mesenchymal stem cell,"PROM1,CD163,MCAM,NT5E,PTPRC,CD44,THY1,ITGB1,ALCAM,CDH5,CD74,CD53,PECAM1,CD34,CD14,ADGRE5,CD40,VCAM1,ITGB1,THY1,CD44"
Limb,Dendritic cell,"MRC1,UBE2C,LAMP3,TOP2A"
Limb,Fibroblast,"CCL19,COL18A1,TNC,CCL2,DCN,COL6A5"
Limb,T cell,"TNFRSF18,CD69,ITGAE"
Limb,Vascular endothelial cell,"VWF,HEY1,PECAM1,GPIHBP1,ACKR1"
Liver,Activated double-positive T cell,"CD70,GNA15"
Liver,Activated hepatic stellate cell,"COL3A1,COL1A2,COL1A1,ACTA2"
Liver,Alpha cell (α cell),"ARX,FAP,FEV,TM4SF4,GCG"
Liver,Artery cell,"ITGA2,ITGB4"
Liver,B cell,"CD24,MS4A1,CD19,MS4A1,MS4A1,MS4A1,CD80,CD86,CD19,CD19,MS4A1,CD19,MS4A1,MS4A1,CD19,MS4A1,IGHD,MS4A1,CD79B,CD79A,BANK1,CD19,PAX5,CD79B,RALY,HMGB2,HMGB1,CD79A,CD19,CD79A,CD19,TCL1A,CD19,MS4A1,CD79A,CD79A,MZB1,MS4A1"
Liver,Beta cell(β cell),"INS,RBP4,ENTPD3,IAPP,HADH,DLK1,ADCYAP1"
Liver,Biliary cell,"CFTR,EPCAM,KRT7,KRT19"
Liver,CD4+ T cell,"CD4,LTB,TNFRSF4,IL7R,CCR7,MAL,CD4,CD3D,CD4"
Liver,CD8+ T cell,"CD8A,ITGAE,CD69,CD8A,CD8B,CD8A,CD8A,CD8A,CD3D"
Liver,Cancer cell,"NUF2,CHD1L,ACSL4,ZAR1,CTNNB1"
Liver,Cancer stem cell,"PROM1,PROM1,THY1,PROM1,PROM1,THY1,THY1,CD44,PROM1,PROM1,ANPEP,PROM1,PROM1,PROM1,ICAM1,NCAM1,PROM1,PROM1,PROM1,CD44,THY1,PROM1,PROM1,CD44,CD44,THY1,PROM1,PROM1,SOX2,CD44,PROM1,PROM1,PROM1,CD44,THY1,THY1,PROM1,SOX9,ANPEP,CD44,KLF8,THY1,PROM1,CD44,THY1,CD44,THY1,CD44,AFP,GPC3,ANPEP,ANPEP,THY1,POU5F1,PROM1,THY1,PROM1,CD24,CD24,NANOG,PROM1,KRT19,ANPEP,CXCR4,CD24,EPCAM,PROM1,CD44,THY1,PROM1,CD44,ANPEP,PROM1,THY1,CD44,THY1,POU5F1,ABCB5,PROM1,CD44,KRT19,ANPEP,PTPRC,PROM1,BIRC5,CHEK1,PLK1,PROM1,SOX9,CD44,ANPEP,POU5F1,PROM1,EPCAM,ANPEP,BEX1,BEX1,PROM1,ANPEP,PROM1,CD44,CD24,ANPEP,ANPEP,CD44,PROM1,CD24,KIT,THY1"
Liver,Cancer-associated fibroblast,"S100A4,FAP,S100A4,COL1A1,SFRP4,FBLN1,DCN,LUM"
Liver,Central memory CD4+ T cell,"MAL,SELL,CCR7,MYC,NOSIP,TCF7,LEF1,TSHZ2,SOCS3"
Liver,Central memory CD8+ T cell,"NOSIP,LEF1,SOCS3,MAL,TCF7,MYC,SELL,CCR7,RCAN3,TSHZ2"
Liver,Cholangiocyte,"KRT7,SOX9,KRT19,KRT19,SLC4A2,KRT19,CFTR,SCTR,KRT7,KRT19,EPCAM,KRT7,SPP1,SOX9,ACE2,GGT1,KRT7,HNF1B,KRT19,SOX9,CFTR,LCN2,ELF3,FXYD2"
Liver,Circulating natural killer cell,"TBX21,FCGR3A,CX3CR1"
Liver,Circulating tumor cell,"CEACAM5,MAGEA3"
Liver,Conventional dendritic cell 1(cDC1),"H4C3,CLEC9A,PTTG1,CLEC9A,XCR1,CADM1"
Liver,Conventional dendritic cell 2(cDC2),"PPA1,HLA-DQB1,HLA-DQA1,CD1C,FCER1A,CLEC10A,FCER1A,CD1C"
Liver,Cytotoxic CD4+ T cell,"KLRG1,AKR1C3,PTCH1,RAB29,CTSW,MYBL1,AGPAT4,TTC16,FGFBP2,PATL2,FCGR3A,APMAP,PRF1,PLEKHG3,CCL5,TM4SF19-DYNLT2B,PXN,PTPN4,SPON2,SYNE1,ABCA2,AHNAK,PLEKHA1,NPRL2,LLGL2,CX3CR1,ADGRG1,NKG7,HOPX,ZEB2,ABI3,CST7,RAP2B,TTC38,MYO1F,SH3BP5,GSTP1,ARL5A,PZP,ARL4C,CD300A,ZNF683,PTGDS,GNLY,SUN2,LPCAT1,GK5,RUNX3,GLUL,EFHD2,FGR,TMEM181,FUT11,PROK2,LYAR,GZMA,RASSF1,C1orf21,LINC00612,CD244,CEP78,SPN,ADRB2,FCRL6,MBP,DSTN,SLC2A1,SLAMF7,C12orf75,GZMH,CHST12,LILRB1,ADGRG5,LGR6,GZMM,PLEK,PAFAH2,ZEB2-AS1,LITAF,VCL,PRSS23,TGFBR3,TM4SF19,GZMB,S1PR5,A2M,SAMD3,CCL4,RAP1B,OSBPL5,SYNE2,GZMB,GNLY,NKG7"
Liver,Cytotoxic T cell,"CD8A,CD8A,GZMK,GZMA,CD8A"
Liver,Cytotoxic T helper 1 cell,"CXCR3,IFNG"
Liver,Cytotoxic double-positive T cell,"GZMH,KLRG1,GZMB,GNLY,FGFBP2,TNF"
Liver,Delta cell,"RGS2,SLC38A1,FFAR4,LEPR,SEC11C,CD9"
Liver,Dendritic cell,"CD68,CD80,CD83,IL3RA,CD14,CLEC4C,CLEC10A,CLIC2,CD1E,CLEC7A,WFDC21P,CLEC9A,CCR2,HLA-DRA,CLEC4C,THBD,HLA-DRA,HLA-DPB1,CD1C,NRP1,HLA-DPA1,ITGAX,THBD,CD1C,XCR1,CD1C,CD1A"
Liver,Double-positive Treg cell,"ID3,BATF,FOXP3"
Liver,Early erythrocyte,"BPGM,GYPA"
Liver,Effector T(Teff) cell,"CD8A,TNFRSF9"
Liver,Effector memory CD8+ T cell,"CD8A,ITGA1,CXCR3,CD8B,CD52,CCL4,KLRC3,CX3CR1,FCGR3A,FGFBP2,IFNG"
Liver,Effector memory T cell,"TNFRSF4,TIMP1,LTB,CD52,IL7R,AQP3"
Liver,Embryonic cell,"FOXA2,ISL1,PDX1"
Liver,Endothelial cell,"CD34,CD34,PECAM1,STAB2,PECAM1,CD34,PECAM1,VWF,TFRC,DLK1,PTPRC,KDR,PECAM1,MCAM,RELN,OIT3,DNASE1L3,DLG1,MGAT5,HYI,CDC73,FCN2,GBP4,FCN3,KLHL28,TCF12,ATP10D,USP48,HES1,MCM3AP,CHD4,FXYD6,CCDC85B,ZNF286B,DIPK2A,CLEC4G,FLT1,APPBP2,CRHBP,GGA2,MEF2C,BTNL9,GNG11,CLEC4M,PIK3C2A,CDKL1,DLC1,CTSL,STAB2,EFNB2,C11orf96,DOCK1,RIN2,FILIP1,BST2,ADGRF5,CLEC2B,TRAPPC11,SECISBP2L,F8,RASGRP3,STAB1,IL1R1,MFN1,LDB2,RASGEF1B,CD4,BNIP1,MRC1,IL33,DCLRE1C,CLEC1B,TEX264,TSPAN7,MPZL3,STRN3,FOSB,PLPP3,DUSP5,CRBN,KIF1B,ARGLU1,CCL14,PPWD1,PECAM1,PROX1,PDPN,CCL21,FLT4,LYVE1,FLT4,VWF,ENG,PECAM1,CD14,ICAM1,F8,STAB2,LYVE1,CDH5,VWF,CLEC4G,PECAM1,KDR,FLT4,PECAM1,CD34,PECAM1,CDH5,KDR,VWF,ENG,PECAM1,STAB1,LYVE1,STAB2,GPR182,VWF"
Liver,Endothelial precursor cell,"PROM1,FLT1,TEK,KDR"
Liver,Endothelial progenitor cell,"PROM1,PROM1"
Liver,Epithelial cell,"CHKA,SMAD4,NCAM1,BAP1,MUC5AC,S100P,MUC6,CPED1,TJP1,KRT126P,EPCAM,KRT19,ALB,KRT7,KRT18,KRT8,KRT18,EPCAM,CD34,TJP1,EPCAM"
Liver,Epsilon cell,"APOH,ASCL1,SPINK1,FRZB"
Liver,Erythroblast,"GYPA,TFRC"
Liver,Erythroid progenitor cell,"KIT,GATA1"
Liver,Exhausted CD4+ T cell,"FUT8,SLC9A9,GSPT1,DR1,ITGA2,LINC00963,MAP1LC3A,ATXN1,CTSD,SMC5,BST2,METTL8,OGG1,ADAM19,NMI,TRPS1,CCDC50,LYST,DLX5,SUSD6,DUSP4,PRKAG1,SRGN,MAPKAPK3,CAMK1,CDKN2A,ETV7,ITM2A,LAP3,BTLA,BATF,ZEB1,LASP1,CD82,DBNL,GBP4,RABGAP1L,PKM,RILPL2,CEMIP2,ENTPD1,SFXN1,AHI1,BHLHE40-AS1,NUTF2,BBLN,GNG4,IFI35,TOX2,KCNK5,CD84,GAPDH,TNFSF8,ASB2,RGS1,DNPH1,IFI27L2,CAPZB,SLC6A6,TNFRSF18,HAVCR2,PTPN11,RNF19A,TBXAS1,CREM,CLTC,UBE2L6,GALM,NAB1,IFNG,ATP5F1C,SQOR,TIGIT,TBC1D2B,CXCL13,AKR1A1,WARS1,ARHGAP9,N4BP2,ICOS,CKAP2,CD38,ATP6V1A,RBPJ,RGS2,PRKAR1A,SARDH,TRAF3,HNRNPK,IKZF3,PSME2,PHEX,MIR155HG,LIMA1,ZBED2,UQCRH,TPI1,SYNJ1,RHBDD2,WSB2,EPSTI1,NDFIP2,ST8SIA1,CHN1,PDCD1,TOX,PHTF2,CTLA4,AKAP5,SPOCK2,RAB11FIP1,IGFLR1,LIMS1,PTTG1,F2R,PDE7B,NR3C1,MAF,IL21,SIRPG,PDCD1,TIGIT,CXCL13,CTLA4"
Liver,Exhausted CD8+ T cell,"ATXN1,ACTN4,BATF,GTF2I,LAYN,KLRC4,KIR2DL4,ATP10D,CALM3,PTGIS,HMOX1,CCND2,MIR155,GMDS,VCAM1,FUT8,LY6G5B,NFAT5,PSMA5,SCO2,TET2,WHRN,SRI,MAPKAPK3,RNF31,DLX5,SEMA4A,LYST,MIS18BP1,IL21R,TNFAIP3,CD7,PTPN22,RIN3,CXCR6,LAG3,APOBEC3G,SNAP47,CASP3,PTPN7,SUSD6,ETV1,VAMP5,MTREX,TTYH3,OSBPL3,UBASH3B,OASL,DDX60,TNS3,RAB27A,BST2,LIMS1,OAS3,NAPA,SNX17,CD84,DRAP1,LINC00299,IFI16,CAMK1,GBP2,VMP1,PRKAR1A,ARID5B,P2RY10,SP140,SAMD9L,TRAFD1,LDHA,APOBEC3C,TBC1D4,LINC00963,GSTO1,STAT3,PPM1M,MX1,SRGAP3,ITM2A,ID3,GATA3,GLDC,PAM,SLA,IFI27L2,LY6E,APOBEC3D,EWSR1,PTPN11,DCAF11,CSNK2B,RFX5,CAT,OS9,ABCG1,CLSTN3,GALM,TTC24,IL2RB,PPM1G,PLPP1,COQ10B,SRGN,CD82,PHLDA1,YARS1,PRDM1,ICOS,PFKP,BTG3,GCNT1,NASP,CALCOCO2,CYBC1,HAVCR2,SIRPG,TFRC,RNF19A,MS4A6A,ACSL4,ANKRD10,RGS2,CXCL13,FIBP,DUSP4,IKZF3,PMF1,IRF2,PDCD1,RGS1,CD70,ARNT,MTHFD2,ID2,NCF4,ZBED2,ENTPD1,GBP4,MIR497HG,FKBP1A,PKM,PMF1-BGLAP,NRBP1,KRT86,NEDD9,PLSCR1,SARDH,MAPRE2,ARPC1B,ZNF79,CTSD,ACP5,TYMP,SNX9,RHBDD2,TOX2,CD27-AS1,NDFIP2,BLOC1S2,GABARAPL1,CCL3,IFNG,PDLIM7,PTMS,AIP,CCDC141,TRAF5,LAT2,CD38,CTSB,TOX,WARS1,GGA2,SPTAN1,ICAM3,STARD4,TNFRSF9,CD200,MIR4632,NR4A2,FASLG,PHEX,HLA-DRA,DGKH,TBK1,PRDX5,PSTPIP1,SYNGR2,RBPJ,TNFRSF1B,CTNNB1,APOBEC3F,ARHGAP9,IGFLR1,IFI6,CREM,ENTPD1-AS1,CTNNA1,GBP1,ZFP36L1,MAP2K3,PSME2,TIGIT,SLC2A8,AHI1,COTL1,MAD2L2,CBLB,AKAP5,TRPS1,CLNK,ASB2,BCL2L11,CLECL1,MCL1,PELI1,TPI1,ANXA5,IFI35,RHOH,CD27,ARL3,PARK7,SEL1L3,HNRNPLL,PON2,LSP1,GOLIM4,IRF9,TBL1XR1,CTLA4,MTHFD1,CSF1,MIR155HG,HLA-DMA,GALNT2,EID1,UBE2L6,TNFSF4,INPP5F,ZMYM5,AFAP1L2,SLC4A5,GFOD1,FAM3C,STAM,ATP8B4,LIMK1,MYO7A,ETNK1,PDE7B,PARP14,NAB1,PHTF2,JMJD4,ITGAE,GAPDH,GPD2,EPSTI1,MYO1E,LSM2,CHST12,PRKCH,RALGDS,CD63,CAPZA2,NUDT5,SAMSN1,SSH1,CD2BP2,KIF20B,PDCD1,MYO7A,WARS1,HAVCR2,PHLDA1,TNFRSF9,CD27,TIGIT,LAG3,ENTPD1,CTLA4,LAYN,SNAP47,CXCL13"
Liver,Exhausted T(Tex) cell,"HMMR,PCLAF,TYMS,UBE2C,CD38,PI3,MKI67,TOP2A,CHI3L2,IGLC3,LAG3,CD276,TIGIT,CD8A,PDCD1LG2"
Liver,Exhausted double-positive T cell,"CXCL13,TNFRSF18,TNFRSF4,CTLA4,DUSP4"
Liver,Fibroblast,"S100A4,FAP,NDUFA4L2,RGS5,POSTN,COL1A1"
Liver,Gamma delta(γδ) T cell,"CD3D,TRDC,FFAR4,SERTM1,STMN2,FXYD2"
Liver,Hematopoietic cell,"KIT,CD34,CD14,THY1,IL3RA,PTPRC,CD34,PTPRC,PTPRC,TFRC,PTPRC,CD109,PECAM1,CD34"
Liver,Hematopoietic precursor cell,"KIT,PTPRC,CD34,CD14,THY1,IL3RA"
Liver,Hematopoietic progenitor cell,"CD34,SPINK2"
Liver,Hematopoietic stem cell,"PTPRC,SPINK2,CD34,GMFG"
Liver,Hepatic cell,"HP,APOE,TF,ASS1,APOB,CYP2E1,PCK1,ALB,ASGR1"
Liver,Hepatic progenitor cell,"EPCAM,CD24,SOX9,JAG1,KRT19,TACSTD2"
Liver,Hepatic stellate cell,"HGF,DCN,FRZB,GEM,PDGFRB,PDGFRA,LHX2,FOXF1,PDGFRB,HLX"
Liver,Hepatoblast,"TFRC,PTPRC,DLK1,DLK1,DAPK3,GJB1,HNF4A,AFP,FXYD1"
Liver,Hepatocyte,"KRT8,MME,ALB,AFP,MET,ABCC2,TJP1,CYP3A4,ALB,ARG1,CPS1,AFP,ALB,TAT,CEBPA,CYP2C9,AFP,ALB,AFP,ALB,TBX3,GPC3,APOE,ALB,ALB,APOA2,ASGR1,GPC3,ALB,CYP3A4,TF,TAT,KRT18,ICAM1,CYP3A4,TTR,ALB,ALB,TTR,SLC17A5,HNF4A,FXYD1,GJB1,AFP,ALB,PPARG,SMAD1,NR1H2,SERPINA1,HNF4A,TGM2,TTR,FGB,GATA6,ALB,AFP,A2M,GATA4,SERPINA1,HAVCR1,DUOX2,FOXA1,ASGR1,ALB,SERPINA1,ALB,ASGR1"
Liver,Immune cell,"FOXP3,PTPRC,FCN1,PTPRC,KLRF1"
Liver,Innate lymphoid cell,"NCR1,ITGA1,NCAM1"
Liver,Ito cell (hepatic stellate cell),"FAP,GFAP,LRAT,NGFR"
Liver,Kupffer cell,"CD68,ITGB2,CD68,CD14,FCGR2A,CD68,CD163,CD14,CD163,CLEC4F,VSIG4,CD68,CD68,C1QA"
Liver,Liver bud hepatic cell,"TUBA4A,ASNSD1,AMBP,TMEM176B,TNFSF14,APOH,ERICH5,MRPL33,OPN3,CYP3A7,IFI30,KYNU,TGM2,TIMP1,C19orf33,IP6K3,FTH1,GC,BID,MT1A,SIRPA,AK2,PCOLCE2,SERPINE1,RRAD,H2AC19,SOD2,PTRH1,VIM,INTS13,CCDC198,SLC16A7,RAB31,STEAP3,KLHL2,FKBP4,NR1H4,PRG4,OSMR,FARSB,POLR3K,APOL1,GMNN,SCN9A,CFHR1,POLE4,INO80C,CHCHD2,CYP2J2,NME1,MRPS28,C1R,RBP1,LYRM4,MET,LECT2,GAL,SNRPA,EVA1A,FXYD2,NFIC,PON3,CD58,SERPINC1,RCL1,PPIF,GLIPR1,CPNE8,HSPB1,IFITM3,ACSL1,CSRP1,FAM216A,CARHSP1,HYPK,SLC38A2,HP,HPRT1,ABLIM3,ITIH2,MASP2,AKR1C1,PLEK2,CKLF,RRP15,CD47,ALAS2,AZGP1,ENPP1,DNAJC12,DDX21,EFHD2,HPD,PALMD,AADAC,S100A6,FSTL3,MGLL,SQOR,CFH,P2RY6,MT2A,SERPINA3,IFNAR2,LBP,MT1E,LMCD1,IRAK2,SDSL,BHMT2,NIP7,EIF1AY,SNORC,PCF11,GPX7,SPP2,RSU1,NDUFAF2,SPRYD7,SAA2,SVIP,SAA1,RHOQ,ELOVL5,H2AJ,MT1HL1,UGP2,SF3B5,KHDRBS3,SERPINA4,MT1G,ALB,AKR1C2,DPM3,CPM,SFN,ALG8,MT1H,MT1M,SERPINF1,ORM2,RARRES2,TYW3,MYC,CDC37L1,PDLIM7,FXYD1,SDHAF3,TMEM109,RAB32,F5,IL1R1,NDUFAF4,SAA4,ATP5MC1,VAMP5,GTF3A,MBNL1,CLDN1,MCL1,CCL20,LRRC61,LTV1,METTL5,RAB27A,DUSP23,CYP4V2,EMP2,PID1,PLP2,SP110,RHOB,FILIP1L,AIMP2,PSME2,GLRX2,SERPINB8,ESF1,ECT2,UGT2B7,NMI,GBP1,IGFBP4,TMEM176A,DIAPH2,IDI1,MT1X,NOP16,ABHD14B,TGFBI,UGT2B4,MT1F,AHSP,SEC14L2,TUBA1B,PPIA,H2BC12,GNAI1,POLE3,HS3ST3B1,IFI6,CPB2,CASP7,FKBP5,EMP3,C1S,ORM1"
Liver,Liver progenitor cell,"KRT19,CD24,NOTCH3"
Liver,Liver stem cell,"ITGB1,THY1,H19,GSTP1,EGF,HGF,KRT19,NOTCH3"
Liver,Lymphoid cell,"PTPRC,GMFG,ITGA2B"
Liver,Lymphoid progenitor cell,"CD7,IL7R"
Liver,M1 macrophage,"CD86,PTGS2,NOS2,IRF5"
Liver,M2 macrophage,"MRC1,MRC1,CD163,MRC1,CD163,CD163,MS4A4A,VSIG4,CD163"
Liver,Macrophage,"FCGR1A,CD68,CD86,CD80,CD68,CD14,SIGLEC1,FABP4,SLC40A1,APOC1,FTL,FABP5,CD5L,MRC1,LGMN,APOE,MARCO,NUPR1,HMOX1,SELENOP,CD163,CD68,S100A8,CCR2,SELL,CD68,FCGR2A,CD163,CD14,CD68,CXCL9,CXCL10,IL1B,SIGLEC1,CD68,CD68,CCL18,SPP1,CD68"
Liver,Macrophage-dendritic cell progenitor cell,"CSF1R,CCR2"
Liver,Mast cell,"HDC,KIT,TPSB2"
Liver,Mature dendritic cell,"CD83,CCL21,CCL19,CCR7,LAMP3,CD80"
