Tissue,CT,Gene
Skin,Myeloid cell,"TBX21,ITGAX,NR4A2,AREG,CD1C,CLEC10A,PSAP,HLA-DRB1,HLA-DQB2,LYZ,HLA-DRA,CTSS,CD68,CXCL8,LYZ,IL1B"
Skin,Myeloid dendritic cell,"CD4,CD80,CD86,CD40,CD83,CD209,CD207,CCR7,LY75,NRP1,PDCD1LG2"
Skin,Myeloid-derived suppressor cell,"TREM1,S100A9,S100A8"
Skin,Myofibroblast,"MMP14,MAFB,KAT14,NRXN1,KRT14,TYRP1,CCL21,ENG,ACTA2,PTPRC,SCGB1B2P,ACTA2,PDPN,COL1A2,COL1A1,FAP,COL3A1,FNDC1,SFRP4,POSTN,ACTA2"
Skin,NK and T cell,"CCL5,CD3D"
Skin,Naive CD4+ T cell,"CD27,CD4"
Skin,Naive CD8+ T cell,"CD8A,CD27"
Skin,Naive T(Th0) cell,"TCF7,LEF1,CCR7,IL7R,CCR7,CD27"
Skin,Natural killer CD4+ T cell,"KLRB1,CD4"
Skin,Natural killer CD8+ T cell,"KLRB1,CD8A"
Skin,Natural killer T(NKT) cell,"CRTAM,CD3D,NKG7,NCAM1,CD3E,NCR1,CD28,KLRB1"
Skin,Natural killer cell,"CD8A,NCAM1,GZMB,CCL5,FASLG,GZMA,IL15,XCL1,FLT3LG,XCL2,CD3G,CD8A,CD8B,CD3D,CD4,NCAM1,CCR7,CCL19,CX3CR1,KLRK1,NCR1,NCR2,CD74,NCAM1,CD14,FCGR3A,CD4,CD3D,CD8A,CD163,PTPRC,NCAM1,NCAM1,CD8A,CD4,NKG7,GZMB,CX3CR1,GNLY,TRDC,KLRB1,XCL1,NKG7,FCER1G,GZMB,NCAM1,XCL2,TNFRSF18,NCR1,NCAM1,FASLG,RAX,LTB,GZMB,NCR1,TRG,TRD,STYK1,NCAM1,KLRD1,GZMB,EOMES,NCAM1,GZMB,CCL5,GNLY,NKG7,CCL4"
Skin,Neural crest stem cell,"NGFR,B3GAT1"
Skin,Neural crest stemlike cell,"GFRA2,AQP1,NGFR,GDNF"
Skin,Neural crest-like cell,"MLANA,SOX10,S100B"
Skin,Neuroectoderm cell,"PAX6,OTX1,HES5,PAX3"
Skin,Neutrophil,"FCGR3B,CMTM2,FCGR3B,MME,VNN2,FCGR3B,FCGR3A"
Skin,Normal cell,"TNPO3,IRF5,FLG,FLG2,HRNR,IGHM"
Skin,Papillary fibroblast,"DPP4,NTN1,PDPN,COL6A1,APCDD1,COL23A1,PTGDS,APCDD1"
Skin,Pericyte,"RGS5,MCAM,MCAM,JAG1,RGS5,PDGFRB,CFB,ACTA2,MCAM,RGS5,SMN1,TINAGL1,PDGFRB,TAGLN,PHLDA1,ACTA2,RGS5,RGS5"
Skin,Pharyngeal arch mesenchyme cell,"DLX4,POSTN"
Skin,Placode cell,"SIX1,PAX3,PAX8,PAX6"
Skin,Plasma cell,"CD79A,JCHAIN,MS4A1,IGLL5,IGHG1,SDC1,PRDM1,CD38,CD27,CD19,MZB1"
Skin,Plasmacytoid dendritic cell(pDC),"IL3RA,IL3RA,IL3RA,IL3RA,CLEC4C,IL3RA,CLEC4C,CLEC4C,LILRA4,CLEC4C,NRP1,IL3RA"
Skin,Posterior cell,"GBX2,PAX8,SIX1"
Skin,Progenitor cell,"PROM1,NCAM2"
Skin,Proliferating cell,"DUT,TYMS"
Skin,Quiescent T stem cell,"S1PR1,SELL,CD27,IL7R,KLF2,LEF1,TCF7"
Skin,Red blood cell (erythrocyte),"HBA2,HBB,HBA1,HBB"
Skin,Regulatory T (Treg) cell,"IL10,FOXP3,NT5E,FOXP3,NRP1,IKZF2,LAG3,FOXP3,FOXP3,CD4,CTLA4,FOXP3,STAT3,FOXP3,TNFRSF4,TNFRSF9,CCR4,IL2RA"
Skin,Regulatory T(Treg) cell,"FOXP3,FOXP3,CD4,TNFRSF18,ICOS,TIGIT,TNFRSF4,PDCD1,CTLA4,CD8A,CD8B,FOXP3,IL2RA,CD4,CD3E,CTLA4,TGFB3,CD27,TGFB1,FOXP3,FOXP3,IL2RA,CD4"
Skin,Resident memory T cell,"F13A1,MRC1,LYVE1"
Skin,Resting T cell,"TCF7,SELL"
Skin,Reticular fibroblast,"CNN1,ACTA2,COL11A1,CD36,MGP,MFAP5"
Skin,Schwann cell,"SCN7A,PLP1,CDH19,S100B,NES,SOX10,NGFR,S100B,LUM,DCN"
Skin,Smooth muscle cell,"DES,SMN1,ACTA2,MMP2,ACTA2,SMTN,DES,TAGLN,ACTA2,TAGLN,ACTA2,TAGLN,ACTA2,TPM2"
Skin,Stem cell,"CD200,SOX9,LRIG1,LGR5,CD44,RPE65,ITGB1,ITGA6,ABCB5,NFATC1,LHX2,KRT15,LGR6,FOS,SLAMF6,TCF7,EZH2,POU5F1,SOX2,CD34,THY1,KRT15,LGR5,PLET1,PRDM1,KRT15,GLI1,LRIG1,LGR6"
Skin,Surface ectoderm cell,"TFAP2A,HAND1,WNT6"
Skin,Sweat gland cell,"DCD,DCD,AQP5"
Skin,T cell,"IL2,CD44,IL2RA,CD8A,ITGAE,CD8B,ENTPD1,CD8A,CD3G,CD3D,KLRG1,CD4,CD3D,FOS,TCF7,CD3D,CD69,IL2RA,CD3E,CD3D,CD3G,CD2,CD3D,CD7,CD3D,TRBC2,CD2,CTLA4,TIGIT,PDCD1,CD3E,CD2,CD2,CD3E,CD3D,CD3E,CD3G,CD4,CD2,IL2RA,CD5,CD4,CD7,TRAC,CD3D,HAVCR2,LAG3,CTLA4,PDCD1,CD3D,PTPRC,CD2,CD3D,IL2RA,IL7R,CD4,CD3D"
Skin,T follicular helper(Tfh) cell,"CXCL13,CXCL13,PDCD1,CXCR5"
Skin,T helper 2(Th2) cell,"AADACL2,KIAA0319,FLG,NCAPG,ABO,LMAN1,RELN,COL5A1"
Skin,T helper(Th) cell,"CXCL13,MME,PDCD1,BCL6,CD4,CXCL9,CXCL10,IFNG,CXCL11,IL12B,ITGAX,CCR4,CXCR3,CCR6"
Skin,T2-MZP Regulatory B cell,"CR2,PTPRC,FCER2"
Skin,Tissue resident memory CD4+ T cell,"CD69,CXCR6,RUNX3"
Skin,Tissue resident memory T(TRM) cell,"ITGAE,ITGAE,ITGA1,CD69,CD69,ITGAE,CXCR6"
Skin,Tumor-infiltrating CD8+ T cell,"ENTPD1,PDCD1"
Skin,Tumor-reactive T cell,"TNFRSF9,PDCD1"
Skin,Vascular cell,"ERG,CD34,PECAM1,PECAM1,ERG"
Skin,Vellus hair follicle cell,"KRT6B,SOX9"
Skin,Venular endothelial cell,"SELE,CD93"
Soft tissue,B cell,"IGKC,CD19,CR2,MS4A1,CD22,CD79A,BANK1,FCRL2,PAX5"
Soft tissue,Cancer stem cell,"PROM1,CD44,ABCG2,BMI1,MYC,POU5F1"
Soft tissue,Cytotoxic lymphocyte,"FGFBP2,EOMES,KLRD1,KLRC4,GNLY,CD8A,KLRC3"
Soft tissue,Endothelial cell,"ACVRL1,EDN1,MMRN1,KDR,FAM124B,VEPH1,ESM1,SHE,MMRN2,MYCT1,ADGRL4,PALMD,HECW2,PTPRB,VWF,PEAR1,ROBO4,ESAM,EMCN,CAVIN2,PGF,DIPK2B,TEK,APLN,TIE1,BMX,HHIP,BMP6,CDH5,BCL6B,PLXNA2,SHANK3,CLEC14A"
Soft tissue,Monocyte,"PLA2G7,RASSF4,CSF1R,TFEC,FPR3,ADAP2,KYNU"
Soft tissue,Myeloid dendritic cell,"CD1E,CLIC2,WFDC21P,CD1A,CD1B,CLEC10A"
Soft tissue,Natural killer cell,"NCR1,SH2D1B,CD160,KIR3DL1,PTGDR,KIR2DL3,KIR2DL1,KIR2DL4"
Soft tissue,Neutrophil,"CXCR2,SLC25A37,TECPR2,CXCR1,KCNJ15,STEAP4,VNN3P,CYP4F3,TLE3,TNFRSF10C,HAL,MEGF9,CEACAM3,FCGR3B,CA4"
Soft tissue,T cell,"MAL,CD6,CD3D,FLT3LG,TRAT1,CD5,PBX4,ICOS,CD28,THEMIS,CD3G,SIRPG,TNFRSF25,CTLA4,CHRM3-AS2"
Spinal cord,Astrocyte,"GFAP,AQP4,GFAP,ALDH1L1"
Spinal cord,Meningeal cell,"COL11A2,PDGFRB"
Spinal cord,Microglial cell,"PTPRC,CSF3R"
Spinal cord,Neural progenitor cell,"SOX2,NES"
Spinal cord,Neuron,"MAP2,JPH4,SRRM4,RBFOX3"
Spinal cord,Oligodendrocyte,"PDGFRA,SOX10"
Spinal cord,Vascular cell,"PDGFRB,CDH5"
Spleen,B cell,"CD19,MS4A1,CD38,CD19,CD19,MS4A1,CD79A,CD19,MS4A1,CD19,CD1C,CR1,CR2"
Spleen,CD34+ progenitor cell,"CD34,HOXA9,PROM1"
Spleen,CD4+ T cell,"CD4,CD8A,CD4,CD3E,CD3E,IL7R,CD4,CD3D,IL32,TRAC"
Spleen,CD8+ T cell,"CD8A,CD4,CD8A,CD3E,CD8A,CD3E,TRDC,IL32,IL7R,KLRD1,TRAC,CD3D,TRGC2,CD8A,CD8B"
Spleen,CLEC10A+ dendritic cell,"LYZ,CLEC10A,CST3,C1QA,CD1C,CD74,C1QB,FCER1A"
Spleen,CLEC9A+ dendritic cell,"LYZ,THBD,CD74,CST3"
Spleen,Cancer cell,"EPCAM,PROM1,CD24"
Spleen,Central memory CD4+ T cell,"CCR7,MYC,TSHZ2,LEF1,MAL,SOCS3,TCF7,NOSIP,SELL"
Spleen,Central memory CD8+ T cell,"MAL,RCAN3,NOSIP,CCR7,TSHZ2,SOCS3,SELL,TCF7,MYC,LEF1"
Spleen,Classical monocyte,"C5AR1,FCAR"
Spleen,Conventional dendritic cell 1(cDC1),"XCR1,CLEC9A,PTTG1,CLEC9A,H4C3"
Spleen,Conventional dendritic cell 2(cDC2),"CLEC10A,CD1C,HLA-DQA1,HLA-DQB1,PPA1,FCER1A,CD1C"
Spleen,Cytotoxic CD8+ T cell,"PRF1,GZMA"
Spleen,Cytotoxic T cell,"GZMB,PRF1,GNLY"
Spleen,Dendritic cell,"CD83,CD209,HLA-DRA,TCF4,CLEC10A,CCR7,SIGLEC6,CD1C,XCR1,CLEC10A,CLEC9A,THBD"
Spleen,Dividing T cell,"HMGB2,CD3D,CORO1A,GAPDH,ACTG1,IL7R,TUBA1B"
Spleen,Dividing cell,"H2AZ1,TUBB,MKI67,CDK1"
Spleen,Effector memory CD8+ T cell,"ITGA1,CXCR3,CD8B,CD8A,CD52"
Spleen,Effector memory T cell,"TNFRSF4,CD52,TIMP1,AQP3,LTB,IL7R"
Spleen,Endothelial cell,"CD34,PECAM1,TIMP3,TM4SF1,NR2F2,PCDH17,VWF,IFI27,ITGA1,PROX1"
Spleen,Erythroid lineage cell,"SLC25A37,HBA2,ALAS2,AHSP,HBB,SLC4A1,HBM,CA1,HBD,HBA1"
Spleen,Fibroblast,"COL11A1,COL3A1,COL11A2,COL4A1,IGFBP7,PTGDS,TAGLN,CXCL13,TIMP1,CALD1,C11orf96,IGFBP2,SPARCL1"
Spleen,Follicular B cell,"TCL1A,FCER2,IL4R,IGHD,YBX3,YBX3,IGHD,TCL1A,CD79A,CD19,MS4A1,CD79B"
Spleen,Follicular dendritic cell,"CR1,CR1,FCER2"
Spleen,Granulocyte,"S100A9,S100A8,CEACAM8"
Spleen,Hematopoietic stem cell,"LRRC75A,BCL11A,GATA2,AVP,GSTM3,AREG"
Spleen,Innate Lymphoid cell,"AREG,DDIT4,IL7R,GNLY,KLRB1,SOX4,ID2"
Spleen,Innate lymphoid cell,"KLRB1,TNFSF13B,IL7R,AREG"
Spleen,Macrophage,"CD68,MRC1,FCGR1A,CD163,CD14,FCGR2A,CD68,CD14,CD33,CD5L,APOE,APOC1,NUPR1,FABP5,APOE,CD5L,MARCO,HMOX1,LGMN,SELENOP,MRC1,SLC40A1,FTL,FABP4,FOLR2,GLUL,FCER1G,C1QC,MS4A7,CD5L,C1QA,FTL,C1QB,HMOX1,APOE"
Spleen,Mait-like cell,"KLRB1,SLC4A10"
Spleen,Mantle B cell,"TNFRSF13B,CD27"
Spleen,Marginal zone B cell,"CD27,CD79B,TNFRSF13B,MS4A1,CD79A,CD19"
Spleen,Megakaryocyte,"GNG11,NRGN,PPBP,MYL9,SPARC,CAVIN2,PF4,TUBB1,ITGA2B"
Spleen,Monocyte,"CD14,FCN1,VCAN,CD14,CD14,FCN1,S100A4,S100A9,LYZ,S100A12,S100A6,CD14,LGALS1,VCAN,FTL,S100A8"
Spleen,Naive B cell,"APLP2,IGHD,CXCR4,PLPP5,IL4R,IGHM,FCER2,TCL1A"
Spleen,Naive CD4 T cell,"NOSIP,SELL,MAL,MYC,CCR7,SOCS3,LEF1,TSHZ2,TCF7"
Spleen,Naive CD8 T cell,"TCF7,CCR7,MAL,TSHZ2,SELL,RCAN3,SOCS3,MYC,LEF1,NOSIP"
Spleen,Natural killer cell,"CD160,NCR1,NCAM1,FCGR3A,KLRF1,CXCR6,CXCR5,CXCR3,NCAM1,CCR7,CX3CR1,PTPRC,NCR1,CCL4,PRF1,CD7,CCL5,CST7,NKG7,GZMB,CD247,KLRF1,GNLY,GZMK,KLRD1,B3GAT1,KLRC2,ITGA5,SELL,CD69,KLRD1,CX3CR1,KLRK1,FCGR3A"
Spleen,Neutrophil,"MPO,MPO"
Spleen,Plasma cell,"IGHG1,IGHM,JCHAIN,XBP1,SDC1,IGKC,IGHA2,DPEP1,JCHAIN,SDC1,SDC1,XBP1,IGLL5,IGHA1,MZB1,IGKC,IGHG1,IGLC2,IGLC3,IGHM,JCHAIN,IGHA2"
Spleen,Plasmablast,"MKI67,TUBA1B,IGHG1,IGHM,IGHA1,HSP90B1,IGKC,MZB1,IGLC3,IGLC2,IGHA2,GAPDH"
Spleen,Plasmacytoid dendritic cell(pDC),"LILRA4,CCDC50,BCL11A,ITM2C,IRF8,C12orf75,TCF4,IRF7,SPIB"
Spleen,Platelet,"PF4,GP9"
Spleen,Regulatory T (Treg) cell,"CORO1B,ICA1,ARID5B,FANK1,RTKN2,IL2RA,FOXP3,CTLA4,GBP2"
Spleen,Regulatory T(Treg) cell,"FOXP3,IL2RA,FOXP3,IL2RA,CD4"
Spleen,T cell,"CD4,CXCR6,CXCR3,CX3CR1,CCR7,CD3D,CXCR5,PTPRC"
Spleen,T follicular helper(Tfh) cell,"ICOS,PDCD1,CXCR5,LTB,CD40LG,GPR183,MALAT1,CXCR5"
Spleen,T helper 2(Th2) cell,"MAF,GZMA"
Spleen,TER cell,"GYPA,TFRC"
Spleen,Transitional B cell,"CD24,CD38,CD5"
Spleen,γ δ T cell,"TRGV2,FCGR3A"
Sputum,Alveolar macrophage,"MSR1,FABP4,APOC1,MARCO,C1QB"
Sputum,B cell,"MS4A1,IGHG3,CD79A,EBF1,IGHA2"
Sputum,Conventional dendritic cell(cDC),"LAMP3,HLA-DPB1,CLEC10A,FCER1A,CD1E"
Sputum,Epithelial cell,"SCEL,KRT80,KRT78,SPRR3,KRT19"
Sputum,Monocyte,"CD300E,VCAN,CD93,FCN1,NLRP3"
Sputum,Monocyte-derived cell,"SDS,STARD13,FPR3,PMP22,RNASE1"
Sputum,Mononuclear phagocyte,"LGALS1,LYZ,HLA-DRB1,HLA-DRA,FTL,CTSL,CTSH,CD74,CTSB,CTSS,CTSZ"
Sputum,Plasmacytoid dendritic cell(pDC),"IRF4,JCHAIN,MZB1,GZMB,TCF4"
Sputum,Polymorphonuclear neutrophil(PMN),"ALPL,ADGRG3,PROK2,IL1R2,CSF3R"
Sputum,T cell & Natural killer cell,"TRAC,KLRB1,CD3E,GZMA,CD2"
Stomach,Activated dendritic cell,"IDO1,LAMP3,OAS3,EBI3,CCL1"
Stomach,Adipocyte,"PNPLA2,FABP4,LIPE"
Stomach,B cell,"CD19,CD79A,MS4A1,CD19,MS4A1,BLK,CD79B,CD19,BANK1,CD79A,MS4A1,PTPRC,CD19,CD79A,TCL1A,MS4A1,SPIB,CD19,FAM30A,SLC15A2,DTNB,HLA-DOB,FAM30A,OSBPL10,COCH,IGHA1,IGHG1,SCN3A,BLK,GNG7,CR2,BACH2,MEF2C,CD72,GLDC,MICAL3,TNFRSF17,IGKC,PNOC,CCR9,BCL11A,FCRL2,ABCB4,QRSL1,BLNK,IGHM,MS4A1,CD79A,CD79A,JCHAIN,MZB1,IGLL5,DERL3,CD19"
Stomach,B10 Regulatory B cell,"CD38,CD27,CD19,CD24"
Stomach,Basal gland mucous cell,"MUC6,TFF2"
Stomach,CD4+ T cell,"CD4,AAK1,RPL34,FYB1,TRAC,CD2,TRBC2,IL7R,LTB,RPS6,LDHB,NBEAL1,CD3D,RPL9,EIF3E,GIMAP7,LEF1,NOSIP,RPL7,RPS3A,TCF7,RPL30,CD3G,CD3E,CD40LG,IL7R,CD3D,CD4,PTPRC,CD3E"
Stomach,CD8 T cell,"TBCC,ABT1,ARHGAP8,KAT6A,SLC16A7,LEPROTL1,ZNF609,TMC6,SRSF7,DNAJB1,HAUS3,PRF1,RBM3,VAMP2,PPP1R2,ZEB1,ZNF22,TMEM259,TSC22D3,APBA2,ZFP36L2,GZMM,PF4,MAPKAPK5-AS1,THUMPD1,LIME1,ZNF91,FLT3LG,GADD45A,CDKN2AIP,CAMLG,SF1,KLF9,PRR5,CD8A,TLE5"
Stomach,CD8+ T cell,"IFNG,GZMB,GZMA,PRF1,TNFSF11,CD8A,GZMK,CD3D,GZMB,PTPRC,CD8A,CD8B,CD3E,IFNG,GZMA,CD8A"
Stomach,Cancer cell,"NOTCH1,ARID1A,APC,TP53,MKI67,BIRC5,CDK1,KRAS,SMARCB1,COL3A1,PDGFRB,CDH17,EPCAM,CEACAM5,MUC16"
Stomach,Cancer stem cell,"CD44,CD44,CD24,CD44,CD44,ITGA6,PROM1,CD44,CD44,CD44,CD44,CD44,CD44,LGR5,CD44,PROM1,DLL4"
Stomach,Central memory T cell,"HNRNPH1,KLF12,RPP38,PHC3,TRAF3IP3,REPS1,SLC7A6,N4BP2L2-IT2,CDC14A,POLR2J2,CASP8,AQP3,KMT2A,STX16,CREBZF,TIMM8A,USP9Y,CLUAP1,CYLD,ATM,CEP68,NEFL,TXK,PCNX1,DOCK9,FYB1,TXLNGY,NFATC3,MAP3K1,PCM1,CCR7"
Stomach,Chief cell,"PGA3,PGA4,LIPF,PGA5,CBLIF,PGC,LIPF,PGA5,LIPF,PGA3,PGA3,PGA4"
Stomach,Cytotoxic T cell,"PRF1,GZMA,CD8A"
Stomach,Cytotoxic cell,"APOL3,GZMH,RUNX3,KLRB1,CTSW,APBA2,GZMA,GNLY,SIGIRR,KLRD1,DUSP2,ZBTB16,RORA,KLRF1,NKG7"
Stomach,Dendritic cell,"CD83,CD52,CD86,CCL22,HSD11B1,IL3RA,CCL17,CCL13,NPR1,PPFIBP2,CD209,S100A1"
Stomach,Diffuse gastric cancer cell,"COL1A1,S100A4,COL1A2"
Stomach,Effector T(Teff) cell,"CD82,NKG7"
Stomach,Effector memory T cell,"GDPD5,TBCD,DDX17,LTK,AKT3,TBC1D5,CCR2,PRKY,NFATC4,MEFV,FLI1,TRA,EZR,EWSR1,SND1-IT1,RUNX3,IL7R,CXCR3"
Stomach,Endocrine cell,"GHRL,SST,GAST,GHRL,CHGA,GHRL,SST,HDC,GAST"
Stomach,Endothelial cell,"PECAM1,ENG,PECAM1,VWF,MCAM,MCAM,CDH5,CLDN5,PECAM1,ENG,VWF,ENG,PLVAP,ENG,FABP5,CD320,PLVAP,VWF,RAMP2,CLDN5,VWF,PTPRB,KDR,PLVAP,CD34"
Stomach,Enterocyte,"CA1,FABP1,VIL1,FABP1,APOA1"
Stomach,Enteroendocrine cell,"NEUROG3,CHGB,CHGA,TPH1,TAC1,CHGB,CHGA,PROX1,CHGA,GAST"
Stomach,Eosinophil,"ACACB,TRMO,ADGRE1,PTGDR2,ABHD2,THBS1,IL5RA,HRH4,KBTBD11,LRP5L,THBS4,CCR3,GALC,H1-2,CYSLTR2,RCOR3,TKTL1,CLC,CD101,KCNH2,SIAH1,RRP12,TIPARP,CAT,SYNJ1,SMPD3,MYO15B,TGIF1,HES1,RNASE2"
Stomach,Epithelial cell,"EPCAM,CDH1,VIL1,CLDN7,YAP1,KRT8,CDH1,EPCAM,MUC1,TNFRSF19,TNFRSF19,KRT18,CDH1,KRT19"
Stomach,Exhausted T(Tex) cell,"CXCL13,PDCD1"
Stomach,Fibroblast,"DCN,PDPN,COL3A1,COL6A1,COL1A2,FAP,SMN1,POSTN,COL3A1,PDGFRB,COL6A1,S100A4,LUM,THY1,SPARC,POSTN,ITGB1,MGST1,ACTA2,COL6A2,COL1A1,CXCL14,DCN,VIM,ISLR,PDPN,PDGFRA,COL1A2,CAV1,COL1A2,COL1A1,DCN,FAP,TAGLN,ASPN,CSPG4,RGS5,ACTA2,PDGFA,S100A4,DCN,LUM,PDPN,CXCL14,COL1A2,COL1A1,DCN,FN1,IL6,SFRP2,CXCL1,PDGFRA,CXCL12,MYL9,MMP2,CXCL2,CAV1"
Stomach,Gamma delta(γδ) T cell,"CD160,FEZ1,MIR9-1HG"
Stomach,Gastric stem cell,"LGR5,BHLHA15,TNFRSF19,RUNX1,SOX2"
Stomach,Gland mucous cell,"MUC6,TFF2,MUC6"
Stomach,Goblet cell,"MUC2,TFF3,SPINK4,ITLN1,MUC2,HES6,MUC2,ITLN1"
Stomach,HES1High progenitor cell,"ALDH1A3,PLXDC1"
Stomach,Immature dendritic cell,"DCSTAMP,CD1C,CD1A,PPARG,LMAN2L,CTNS,CD1B,PREP,NUDT9,SLC7A8,TACSTD2,MMP12,ABCG2,MS4A6A,BLVRB,CSF1R,F13A1,VASH1,SYT17,FZD2,GUCA1A,RAP1GAP,CD1E,HS3ST2,CLEC10A,CH25H,FABP4"
Stomach,Intestinal gastric cancer cell,"REG4,MUC13,CDH17,CEACAM5,KRT8"
Stomach,Intestinal metaplasia cell,"CDX2,CDX1,ENO1,PGC,TFF3"
Stomach,Isthmus cell,"STMN1,MKI67"
Stomach,Lymph vessel cell,"VEGFC,PDPN"
Stomach,M1 macrophage,"CD40,BCL2A1,CXCL9,IL7R,IL2RA,CCL5"
Stomach,M2 macrophage,"CD163,CD163,CCL23,CCL13,MRC1,CD163,CCL18,CD163,ARG1,IL10"
Stomach,Macrophage,"CD68,CD68,CD163,CSF1R,CD14,CD68,MARCO,SIGLEC1,SCARB2,APOE,BCAT1,ANOS1,CHI3L1,EMP1,ATG7,MARCO,CD163,RAI14,PCOLCE2,CTSK,SCG5,CLEC5A,CCL7,SULT1C2,SGMS1,COL8A2,CYBB,GPC4,CXCL5,CHIT1,CD84,PTGDS,FN1,COLEC12,DNASE2B,ME1,GM2A,MSR1,MS4A4A,FDX1,CD14,CXCL8,HLA-DRA,CSF1R,C1QB,C1QA,CD68,SPP1,CD14"
Stomach,Mast cell,"TPSB2,TPSAB1,MPO,PRG2,MS4A2,NR0B1,TPSB2,MAOB,GATA2,KIT,CTSG,ELANE,SLC24A3,HDC,PTGDS,CPA3,HPGD,ABCC4,CMA1,PPM1H,MLPH,PTGS1,VWA5A,SCG2,ADCYAP1,CEACAM8,TAL1,CALB2,TPSAB1,SIGLEC6,SLC18A2,TPSAB1,CPA3,HPGDS,RGS13,CLU"
Stomach,Metaplastic-stem cell,"REG1A,OLFM4,CLDN3"
Stomach,Mucous pit cell,"TFF1,MUC5AC"
Stomach,Multipotent progenitor cell,"SLX4IP,CENPQ,GJC2,ECE1,ZFP41,MTOR,UBE2S,ZNF143,KIAA1586,POMT2,KLHL11,SUPT7L,TCIM,ZFAND1,LGSN,RPE,DTX3L,SGK1,PWWP2B,SNX7,MAML2,LRRC57,UBE2D1,H2AX,CDC45,PTP4A3,ZNF354C,SLC25A38,GPT2,MTA1,PROM1,CASP3,TBC1D15,PPIH,TRAF4,PLK4,PITPNM2,NUDT8,SCARF2,ANKRD37,PLD1,FAM229A,C2CD2,DDX31,DNAL4,ZNF571"
Stomach,Myeloid cell,"S100A9,CD68,S100A8,CD163,FCGR3A,PTPRC,LYZ,CD14,ITGAX"
Stomach,Myeloid dendritic cell,"CD4,CD80,CD86,CD40,CD83,CD209,CD207,CCR7,LY75,NRP1,PDCD1LG2"
Stomach,Natural killer CD56 bright cell,"MPPED1,DUSP4,TRAPPC9,MADD,PLA2G6,RRAD,FOXJ1,XCL1"
Stomach,Natural killer CD56 dim cell,"KIR2DS5,S1PR5,IL21R,KIR3DL1,KIR3DL3,GTF3C1,PMEPA1,GZMB,KIR2DL3"
Stomach,Natural killer cell,"B3GAT1,NKG7,XCL1,PTPRC,NCAM1,IFNG,GZMB,FCGR3A,MRC2,FZR1,MAPRE3,ZNF205,PRX,NCR1,SLC30A5,ALDH1B1,FUT5,TCTN2,ZNF528,PSMD4,FGF18,MCM3AP,LDB3,CDC5L,BCL2,ADARB1,ZNF747,TBXA2R,PDLIM4,TINAGL1,IGFBP5,XCL1,NKG7,CD3E"
Stomach,Neutrophil,"CEACAM8,BASP1,CSF3R,FPR1,TNFRSF1A,NAMPT,CFLAR,TECPR2,FPR1,FCGR3B,FPR2,CYP4F3,SIGLEC5,S100A12,SLC22A4,KCNJ15,CXCR2,BST1,ALPL,DYSF,MME,FCAR,TNFRSF10C,CXCR1,SLC25A37,CRISPLD2,LILRB2,MGAM,CD93,G0S2,CSF3R,CEACAM3,HPSE,VNN3P,CD177"
Stomach,Oxyntic progenitor cell,"ASPM,ASPM"
Stomach,Oxyntic stem cell,"ASPM,ASPM"
Stomach,Parietal cell,"ATP4B,CBLIF,ATP4A,ATP4A"
Stomach,Parietal progenitor cell,"H6PD,ANXA1,FGD5,KERA,HBB,FKBP14,CFH"
Stomach,Pericyte,"NDUFA4L2,RGS5,MYL9,TAGLN,ACTA2"
Stomach,Pit cell,"DCUN1D3,FAHD2B,ADAMTS6,GALNT7,MBD1,TMEM135,SALL4,RSPO2,NTN1,BLOC1S3,GREM2,ZNF747,RBL1,MUC5AC,TFF1,GKN1,GKN2,GKN1"
Stomach,Pit mucous cell,"TFF1,MUC5AC,GKN1,MUC5AC,GKN2"
Stomach,Pit progenitor cell,"FBXO32,SMG8,ACTC1,GBP2,PPP1R14A,RPRD1B,ALDH1B1,IL17B,PIPOX,NPB,ADRA1D,NFIX,TMEM47,HSPB8,TAFA4,YBEY,SETD1B,LRRFIP2,WFDC1,VSNL1,KCNMB1,BCL11A,SLC2A4,RASSF3,LIMS2,CORO1C,WIF1,NRXN3,HACD1,LAMA5,CFAP221,P2RX4,TMEM51,SLC24A3,DIXDC1,SRF,BARX1,LDB3,SGCA,AK4,RSPO3,MVB12B,CFL2,CNN1,TNFAIP8,LRP5,DHX35,CAPS,SBSPON,BMPER,TIMM17A,RTL5,MICALL1,OLR1,BCL2"
Stomach,Plasma cell,"CD38,PTPRC,XBP1,SDC1,SLAMF7,IRF4"
Stomach,Proliferative cell,"ARID1A,CDKN2A,MKI67,RBP4"
Stomach,Proliferative cell (PC),"BIRC5,CDK1"
Stomach,Regulatory T (Treg) cell,"CD3D,CTLA4,PDCD1,SIRPG,CD27,CD2,IL2RA,CD3E,CD3G,RNF19A,TNFRSF1B,TIGIT,ICA1"
Stomach,Regulatory T(Treg) cell,"FOXP3,CCR6,FOXP3"
Stomach,Smooth muscle cell,"ACTN2,ACTA2,MYH2,MYL2"
Stomach,Stem cell,"LGR5,CD44,LGR5,LGR5,LGR5,LGR5,LGR5,LGR5,ITGA6,OLFM4,SOX2,LGR5,CCKBR,LGR5,THY1,CD44,LINGO2,CD24,PROM1,CXCR4,CD44"
Stomach,Stem-like cell,"EZH2,POU5F1"
