Tissue,CT,Gene
Liver,Cajal-Retzius cells,"RELN,DIABLO,ST3GAL5,ISOC1,SMOC2,DYNC1I1,NHLH2,CLSTN2,TMEM163,CACNA2D2,CIB2,NDNF,LINGO1,LNPK,RNF138,TMEM170B,ABCC5,CNRIP1,EBF3,FUT9,PABPN1,GNL3L,NUDT2,SLC25A46,NSMCE3,DACH1,FAM69B,HOMER2,MAP9,DNM3,LZTFL1,FSD1,TCEAL1,RAB11FIP2,BARHL2,TRIM44,SLC17A6,B3GALT1,SLITRK5,ERC2,NBEA,SLC25A36,ZDBF2,MAPK8,GDF5,ACHE,CCM2,WRAP73,NRG1,ATP13A2,CNTNAP2,PNOC,LHX1,LINGO2,FAT3,SRGAP3,CDH4,FLRT3,EDIL3,ZCCHC12,RALGPS2,FAM196A,SMAD1,TBR1,KCNH7,LHX5,CALB2,EMX2,ZIC2,WNT7B,AATF,NANOS1,TBCK,RGMB,DACT1,EOMES,CNR1,HAR1A"
Liver,Cardiac stem and precursor cells,"MYH6,WT1,TBX18,FUT4,KITLG,NKX2-5,ISL1,GATA4,ETV2,KIT,ABCG2,MESP1,BMP4,ADGRL2,TBX3,TBX4,WNT5A,ANKRD1"
Liver,Cardiomyocytes,"TNNC1,ADM,ALCAM ,NPPA,FGF2,NPPB,TNNI3,TNNT2,ANKRD1,NPPC,DES,HAND2,HAND1,GATA4,GATA6,MYL2,NKX2-5,PNMT,ACTA1,CD36,RBM20,VLDLR,ALPK3,RBM24,FABP4,CKMT2,SPEG,MYH7B,MYOM2,MYOM1,PDLIM5,MYH7,PLN,TCAP,SORBS2,RYR2,OBSCN,ACTC1,MYL3,CORO6,PDE4D,NEXN,FHL2,MYBPC3,MYH6,TTN,GPIHBP1,AQP1,DMD,MFN2,ASB2,ART3,RRAD,ADPRHL1,JPH2,PYGM,HSPB7,MYOZ2,ENO3,TRDN,ACTN2,TNNI1,SMPX,MYL7,TBX20,TRIM63,MB,CTGF,MYL4,LOX,CTNNB1,CPT1A,SOX18,NOTCH1,SLN,CSRP3,TXLNB,CKM,CXCR4,IL11RA,MITF,ZFPM2,BDNF,GJA5,FMOD,MTTP,SLC5A1,ADIPOQ,TRPV1,HAMP,SGPL1,STC1,FGF23,STRN,HEY2,ADIPOR2,PDE1A,BMP4,CASQ2"
Liver,Cholangiocytes,"SSTR2,SLC4A2,SCTR,KRT7,KCNN2,ITGB4,GGT6,CFTR,CCKBR,AQP4,AQP1,PIGR,GGT1,JAG1,GPBAR1,GGT7,KRT19,ONECUT2,ALPL,HNF1B,ALB,AGR2,TFF3,TFF1,SOX9,CLDN4,MMP7,TFF2,SCGB3A1,FXYD2,DEFB1,CD24,LCN2,CXCL1,CXCL6,LGALS2,TACSTD2,ELF3,SPP1,MUC5B,LGALS4"
Liver,Cholinergic neurons,"CHAT,SLC18A3,ACHE,SLC5A7,TAC1,BRCA1,ACLY"
Liver,Chondrocytes,"PRG4,TNC,CRTAC1,CREB3L2,RUNX2,ACAN,COL2A1,COMP,MATN3,RUNX3,SOX6,BMP2,CTNNB1,FGF18,GLI3,PBX3,PTHLH,SMO,STAT1,MMP13,VEGFA,MATN1,COL9A1,COL10A1,IGF2,MIA,SDC3,EMP1,COL6A1,CYTL1,LCN2,LUM,SCRG1,HAPLN1,COL11A1,S100A9,CHAD,COL9A3,DLK1,S100A8,CHODL,SHOX,MGP,VDR,NOG,AGER,IL10RA"
Liver,Choroid plexus cells,"TTR,KL,SOSTDC1,CLIC6,SLC4A10,HTR2C,AQP1,SLC16A2,SLC4A2,SLC4A5,SLC31A1,CLDN2,SLC13A4,SLC29A4,PRLR,CLDN1,SLC2A12,WFIKKN2,SLC23A2,SLC26A11,CHMP1A"
Liver,Chromaffin cells,"SLC26A4,AGRP,IGF2,SLC18A2,SNAPIN,PNMT,RAPGEF2,SERPINE1,GJD2,CACNA1D,PIK3C2A,PLD1,PLD2,DOC2B,UNC13A,SLC18A1,STX1A,NPY,NTRK1,P2RY1,SLC12A2,CHGA,PLAT"
Liver,Ciliated cells,"SEC14L3,CCDC153,FAM161A,TMEM212,USMG5,CCDC181,FOXJ1,CCDC17,CCDC39,ODF3B,CYP2S1,LRRC23,SCGB1A1,APPL2"
Liver,Clara cells,"SYT2,CYP2E1,SCGB1A1,FOXM1,CTSE,MUC5B,SCGB3A2,SFTPC,MUC1,CYP4B1,ALDH1A1,BPIFA1,SCGB3A1,MUC4,AHR,MMP28,LEPR,ERN1,SFTPA1,CARM1,RAB3D,SFTPD"
Liver,Crypt cells,"KCNE3,KCNQ1,OLFM4,PROM1,LGR5,EPHB2,ASCL2,BMI1,HOPX,LRIG1,TERT,MSI1,SMOC2,TNFRSF19,SLC12A2,AXIN2"
Liver,Decidual cells,"XCL1,IGFBP1,XCL2,CTSW,IL32,TRDC,KLRC1,PRL,CST7,AREG"
Liver,Delta cells,"PDX1,FFAR4,SST,PCSK9,RBP4,PAX4,RESP18,HHEX,ISL1,SCGN,KCNK16,IAPP,FXYD2,NPTX2,GPC5-AS1,UCP2,LEPR,BAIAP3,MS4A8,CASR,BCHE,GABRB3,UNC5B,EDN3,PRG4,GHSR,FRZB,PCSK1,GABRG2,POU3F1,BHLHE41,EHF,LCORL,ETV1"
Liver,Dendritic cells,"IL6,CD86,CD83,CD1A,CR2,TLR9,CD1C,CD209,LAMP3,CD1B,TREM2,FABP4,S100A9,ARG1,HLA-DRA,HLA-DQA1,HLA-DMB,HLA-DMA,HLA-DQB1,CLEC10A,HLA-DRB1,HLA-DPA1,HLA-DPB1,DNASE1L3,CLEC9A,LILRB2,ETV6,CD163,CXCR4,CXCL8,VSIG4,NR4A3,CCR7,TRAF1,RELB,BATF3,CCL22,SLAMF7,XCR1,CXCL16,SCIMP,FCGR2B,FGD2,RAB7B,NAAA,HCK,CD180,HFE,CCR2,RYR1,ITGAE,SEMA4A,DPP4,SLAMF8,CXCR3,BTLA,FLT3,TLR3,ITGAX,GPR132,ADAM19,AP1S3,ASS1,ADGRG5,GPR68,KIT,KMO,P2RY10,RAB30,SEPT6,ZBTB46,S100A4,CLEC7A,AIF1,LST1,IRF8,ADGRE1,CCL17,CD14,CD207,CD8A,CX3CR1,ITGAM,LY75,PDCD1LG2,SIRPA,FCGR3A,SERPINA1,AXL,PPP1R14A,SIGLEC6,CD22,DAB2,S100A8,VCAN,LYZ,FCER1A,C1ORF54,CAMK2D,NAPSA,PLBD1,RNASE6,SLC11A1,PDPN,S100B,CD28,PPL,SLURP1,HLA-DRB5,SERPINB9"
Liver,Distal tubule cells,"CLDN8,SLC12A3,UMOD,JAG1,CALB1,PVALB,PGAM2,WNK4,SGMS2,SLC16A7,LHX1,ABCA13,EMX1,TRPM6,CWH43,TRPM7,UROC1,TFRC,TSC22D2,LARP1B,CLCNKB,KLHL3,KLK1,KCNJ1,HOXD8,KL,EGF,TMEM213,TMEM52B,DEFB1,FXYD2,USMG5,TRHDE,KCNJ16,RHCG,SOSTDC1,SCNN1A,VDR,SLC8A1,AQP2,AVPR2"
Liver,Dopaminergic neurons,"TH,SLC6A3,FOXA2,KCNJ6,NR4A2,LMX1B,CACNA2D2,CADPS2,CHRNA6,MAPK8IP2,NTN1,PRKCG,SCN2A,TENM1,ZIM3,DDC,SLC18A2,SLC18A3,NEUROD6,SMAD3,PITX3"
Liver,Ductal cells,"CFTR,HNF1B,KRT20,MUC1,ONECUT1,AMBP,HHEX,ANXA4,SPP1,PDX1,SERPINA3,CFB,GDF15,AKR1C3,MMP7,DEFB1,SERPING1,TSPAN8,CLDN10,SLPI,SERPINA5,PIGR,CLDN1,LGALS4,PERP,PDLIM3,WFDC2,SLC3A1,AQP1,ALDH1A3,VTCN1,KRT19,TFF1,TFF2,KRT7,CLDN4,LAMB3,TACSTD2,CCL2,DCDC2,CXCL2"
Liver,Embryonic stem cells,"MYC,FOXD3,POU5F1,FUT4,CD24,ITGA4,CDH1,ABCG2,PODXL,ALPP,ZIC1,PRDM5,ANO6,CDK8,SLC46A2,TEX19,ZSCAN10,KCNIP3,PCGF2,NANOG,GAL,PITX2,BCL3,SALL4,TDGF1,HOXB5,BNIP3,GJC1,TRIM6,PUM2,GJB4,SOX15,UTF1,GJB1,FBXO15,PML,THY1,KIT,CD59,PROM1,PECAM1,ITGA6,FZD1,KITLG,SOX2,ZFP42,ZFX,TAF8,HMGA2,NACC1,NR6A1,STAT3,LEF1,L1TD1,KHDC3L,GDF3,DPPA5,DPPA4,DPPA2,DPPA3,SMAD1,SMAD5,SMAD9,SMAD4,SMAD2,SMAD3,CTNNB1,HHEX,ESRRB,DNMT3B,PIWIL1,PIWIL2,PIWIL4,LIFR,IL6ST"
Liver,Endothelial cells,"PECAM1,ICAM1,ITGB3,SELE,VCAM1,MCAM,PROCR,TEK,FLT4,APLN,VWF,NOS3,THBD,PLVAP,ACKR1,SLCO1C1,TMEM100,ADGRF5,ABCG2,PODXL,NOSTRIN,MFSD2A,ACVRL1,AQP1,MYLK,RASIP1,FLI1,TIE1,APLNR,NRP2,ADAMTS1,RPRM,FABP4,GPIHBP1,FHL2,LOX,KLK1,ADORA2A,ARAP3,ARHGEF15,CARD10,CLEC14A,DLL4,ESM1,GIMAP5,GJA4,MMRN2,NOTCH4,NPR1,PRKCH,RASGRP3,ROBO4,SCARF1,SOX18,SOX7,SPNS2,THSD1,APOLD1,EMP1,CD36,RNASE1,CTGF,HYAL2,CLEC4G,GPR182,F8,RBP7,CALCRL,FOXF1,CASZ1,AQP7,TCF15,CD300LG,BTNL9,MEOX2,ERG,HEXIM1,GLYCAM1,CD55,MMRN1,C7,RAMP3,VEGFC,GJA5,HEY1,RND1,BDP1,CD46,MEOX1,CCL19,MADCAM1,CYP1B1,IRX3,BIRC2,LYVE1,SEMA3D,EMCN,WFDC1,ADGRL4,VWA1,ECE1,PTPRB,CLDN5,TBX1,SEMA7A,FOXF2,PDGFB,ECSCR,ELK3,CDH5,PLEC,STAB1,TGFBR2,CD93,CXCL1,RGS5,SLC7A5,ENG,KDR,SLC2A1,EGFL7,FLT1,EPAS1,EDNRB,KCNJ8,CD82,CHST1,TSPAN8,ETS1,CD34,PDPN,PROX1,EHD3,USHBP1,MYF6,OIT3,IL1A,BMP2,C1QTNF1,PCDH12,DPP4,PALMD,POSTN,BMX,SLC38A5,XDH,MGLL,SLC9A3R2,ICAM2,MGP,ADIRF,SRPX,CAV1,HSPG2,CCL14,CLEC1B,FCN2,FCN3,CRHBP,CCL23,SGK1,DNASE1L3,LIFR,PCAT19,CDKN1C,INMT,PTGDS,FAM167B,LTC4S,STAB2"
Liver,Endothelial cells (aorta),"ITGA5,TMTC2,NR1D1,HFE,PKN3,SULT1A1,TMTC1,SHE,ITGBL1,GRASP,ENPP4,ARHGEF15,TMEM184B,FOXC2,DHH,DENND5B,KAZALD1,FGD5,FAS,ITGB4,EMILIN1,MICAL2,NKX2-3,STXBP6,SYNPO,ATP2A3,GIMAP4,CMKLR1,ITGA9,SMAD6,EFNB2,LOX,FZD4,NTN1,NPR1,ARL4D,HEY2,HYAL2,FKBP7,NXN,PDIA5,APH1B,SOX18,WBP1L,LAMB2,CHST12,P3H3,KLK10,MALL,CLEC1A,MARVELD1,FAM198B,THBD,NOS3,TNS2,ATL2,ACKR3,COL4A4,CALCRL,COL4A3,PER3,STAB1,CYP1B1,EPHX2,KLK8,BACE2,BMP6,SULF1,CPQ,PI16,AMIGO2,PTPRJ,TRIM47,LMCD1,PDE3A,BMX,PROCR,SMOC1,CRACR2B,GJA5,BMP4,SOD3,ADH7,PCOLCE2,PTGIS,ACE,GXYLT2,CYTL1,EHD3"
Liver,Endothelial cells (blood brain barrier),"ABCG2,GFAP,GPR37L1,SLC13A4,SLC19A1,SLC23A2,SLC38A3,TNFRSF19,TNFRSF21,FOXF2,FOXL2,FOXQ1,LEF1,PPARD,ZIC3,ALCAM"
Liver,Enteric glia cells,"GFRA3,MPZ,LGI4,RGS16,ALDH1A1,L1CAM,CXCL14,DKK3,INTS6,DHRS3,SOX10,GFAP,S100B,NOS2,FOXD3,ALDH1A3,SLC18A2"
Liver,Enteric neurons,"HIVEP3,PLEKHA5,IGF2BP3,ARHGAP26,TTBK2,ASTN1,CACNA1E,TUB,FILIP1,GCNT2,VEZT,RET,AHDC1,MAP6,RGMB,FBXO7,PPP2R5B,SNX21,FSTL5,LIX1,RGS3,CYTH3,TSHZ1,STXBP5,ATF5,DMKN,CACNA1B,PIK3CA,ZDHHC2,MYL1,EML5,MFSD6,SCN7A,ARHGEF28,HAND2,VSTM2L,FAM19A5,EFNA5,HOXB4,TLX2,GOLGA7B,SLC18A3,TOX,CELF6,GPR22,PLCE1,CYB561,GFRA2,FLOT2,SLC7A14,JPH3,CASZ1,TAC1,SCN3A,CHRNA3,PARVA,SLC10A4,TM4SF4,FAM19A1,SLC5A7,PHOX2B,PIRT,HOXB5,HOXA5,GAL,CARTPT,NMU,VIP,CCK"
Liver,Enterochromaffin cells,"REG4,AFP,SLC18A1,LMX1A,TRPA1,FGF1,PIEZO2,ADGRG4,ADM,TPH1,CRH,GJB1"
Liver,Enterocytes,"GATA4,LYPD8,NLRP6,KRT20,MYO1A,PPARG,SLC15A1,FLOT2,APOBEC1,PLIN3,SLC10A2,SLC40A1,SLC5A1,TTC7A,NPC1L1,FABP1,ANPEP,CA1,CPS1,DPP4,SLC2A5,ALPI,FABP2,LCT,SI,VIL1,FUOM,FAHD1,OTC,CDH17,KHK,ABHD11,VDR,EHF,CDC42EP5,CASP6,HNF4A,AQP1,TMEM45B,RGMB,PDHA1,CDO1,ELF3,KRTCAP3,DEGS2,TMC4,PPP1R14D,TM4SF5,RNF186,CEACAM1,KLF5,CDX1,CDX2,CLDN15,ASCL2,SMOC2,PRR15L,FBP2,SDSL,FERMT1,ALDOB,MUC13,PHGR1,PRAP1,CCL25,LGALS2,SPON2,ASPN,CTRB1,CD55,CDH19,SLC35F1,G0S2,GULP1,NKD2,COL18A1,SOX10,COL20A1,PMEPA1,GFRA2,ART3,SLC26A2,PRSS2,L1CAM,SLC11A2,SLC26A3,APOA1,APOA4,EPHX2,GSTM3,CREB3L3,MEP1A,FABP6,RBP2,CYP3A4,APOB,MTTP,SLC2A2,APOC3,UGT2B17,CD36,REG3A,ISX,AQP10,S100G,BEST4,SLC28A1,SLC28A2,SLC30A10,SLC51B,VNN1,SLC23A1,TREH,ABCC2,ABCG5,SLC52A1,CYP3A7,DMBT1,ABCG8,GSTA1,CYBRD1,ABCG2,NR1H4,DAB1,TM6SF2,NR5A2,PDZK1,ACSL5,AQP11,AQP7,AQP8,HMOX1,SLC39A5,SLC51A,TRPM6,MOGAT2,GLS,MAOA,DGAT1,DGAT2"
Liver,Enteroendocrine cells,"NPSR1,FFAR3,SCN3A,NEUROG3,FFAR1,ARX,NKX2-2,SCT,CCK,GFRA3,VWA5B2,NEUROD1,SCGN,PCSK1,ISL1,TAC1,RIMBP2,PAX6,GIP,GLP1R,PYY,GLP2R,GAST,NTS,SST,MLN,GPR119,GCG,CHGB,GAL,NUCB2,IAPP,GHRL,CHGA,TRPA1,ENPP2,AFP,VEGFA,FFAR4,MC4R,INSL5,SSTR2,ALCAM,TAS1R2,TAS1R3,GNAT3"
Liver,Eosinophils,"C3AR1,FUT4,FCER2,C5AR1,CXCR3,CCR1,CCR3,CD244,PTGDR2,S100A9,SIGLEC8,SIGLEC10,PGLYRP1,LTC4S,EPX,CD69,RNASE3,RNASE2,IL5,PRG2,PRG3,CPA3,IKZF2,CCL11,CCL5,CSF2,IL5RA"
Liver,Ependymal cells,"FOXJ1,TRIM71,SIX3,USP18,AQP4,CELSR2,AQP1,GFAP,ENKUR,FAM216B,KRT15,CATIP,DNAH12,FAM166B,IQCG,SPEF2,MYO16,ODF3B,PLXNB2,TEKT1,CHEK2,CROCC,NME9,CFAP126,MEIG1,HSPA2,CFAP65,LRRC23,TEKT4,CALML4,PIFO,CRYGN,HDC,PCP4L1,DYNLRB2,TMEM107,RIIAD1,TMEM212,RSPH1,CCDC153,S100B,AK7,RARRES2,PVALB,ANGPTL2,CFAP54,STOML3,PLTP,SSPO,EFNB3,MYB,RFX2,ZMYND10,AK8,CFAP44"
Liver,Epiblast cells,"NANOG,POU5F1,ERAS,CDH1,CLDN6,CLDN7,SLC35D3,TDGF1,CXCL12,LEF1,DPYSL5,INA"
Liver,Epithelial cells,"CD24,CEACAM1,ST6GAL1,ITGB4,IL1R1,PROM1,CDH1,KRT1,KRT7,MUC1,ICAM1,KRT14,KRT5,ITGAL,CD2,KLK3,ITGA5,ITGA4,ITGA2,KRT3,KRT16,SCNN1A,KRT15,ITGA1,KRT2,SCNN1B,SCNN1D,SCNN1G,IFI16,BOK,NKD1,FZD6,DKK3,NRP2,SFRP5,RAI14,DEFB1,KLK1,AGR2,APOA1,GPA33,ANPEP,CRYBA1,BMI1,BRCA1,MUC16,CEACAM5,CTSE,SCGB1A1,EXO1,FOXA1,GABRP,GGT1,SFN,KRT13,LTF,SLC46A2,KLK10,P2RX7,CDKN2A,TP63,CDH3,PSCA,AGER,ZFP42,SPRR1B,SI,TTR,TM4SF20,TSTD1,SYCN,HBEGF,PIGR,MUC13,SELENBP1,ELF3,TSPAN1,GUCA2A,PHGR1,LYPD8,LGALS4,GATA2,SEC23B,TSPAN8,DLX5,DGAT2,ITPR2,THRSP,PLA2G4A,SLC25A48,PGR,FERMT1,EHF,PLEKHS1,CDKL1,MECOM,MSX1,RNF128,ANLN,CKAP2,HMMR,KIF15,CKAP2L,KIF20B,HIRIP3,INCENP,KIF23,PRC1,ECT2,CXCL10,CXCL8,CCL20,CXCL17,PRG4,ALOX15,F5,EMILIN2,SPTSSB,FMO5,IVL,VSIG2,AQP3,PAQR5,CLDN1,OCLN,MUC5AC"
Liver,Epsilon cells,"GHRL,ANXA13,PHGR1,BMP4,HMGCS2,TM4SF5,OLFML3,ASGR1,COX6A2,NPY1R,FAXDC2,SLC7A9,C2ORF54,GHRLOS,BHMT,OPRK1,PTGER4,ITGA4,EYA4,XYLB,ELOVL2,AFF3,CORIN,MYO1A,HRH2,CALCR,SLC6A16,PCSK6,ADAMTS6,COL22A1,FAM124A,COL12A1,CD109,THSD4,ARX,NKX2-2,ACSL1,FRZB,VTN,APOH,SPINK1,VSTM2L,SPTSSB"
Liver,Erythroblasts,"CGA,TFRC,CDH1,WRN,KLF1,BPGM,ETS1,EPOR,IGBP1,TFR2,GYPA,LRP8,GRSF1,USE1,CFP,ENG,KIT,LMO2,GATA1,TAL1,KMT5A,PIEZO1"
Liver,Erythroid-like and erythroid precursor cells,"ALAS2,AQP1,CCNA2,PKLR,LOX,ARG1,HBB,HBA1,HBA2,HBG1,HBG2,CEACAM1,CD36,GYPA,THBS1,ITGA4,GYPB,AHSP,HBM,FECH,EPOR,KIT,BPGM,DCAF12,HBD,HEMGN,HMBS,NCOA4,RBM38,UCP2,UBB,TMCC2,SLC4A1,SLC25A37,HTATSF1,EPB41,RSAD2,COX6B2,APOA1,ASNS,ALAD,S100A9,AHSG,S100A8,ERMAP,KCNN4,PAN3,PFAS,VAMP5,PNPO,TSPO2,RHD,KLF1,TSPAN33,EPB42,CD55,EDRF1,EPB41L2,GYPC,KEL,RHAG,THRB,UROD,UROS,SNCA"
Liver,Fibroblasts,"IL1R1,FAP,FLI1,CELA1,LOX,PDGFRB,P4HA1,UCP2,CCR2,ITGAL,FGR,HCK,TNFRSF1B,PRKCD,ENO3,ABI3,TREML4,PIP4K2A,CD300E,SERPINB10,CTHRC1,TBX18,COL15A1,GJB2,IL34,EDN3,SLC6A13,VTN,ITIH5,LUM,DPT,POSTN,PENK,MMP14,COL6A2,FABP4,ASPN,ANGPTL2,EFEMP1,SCARA5,IGFBP3,COPZ2,DPEP1,ADAMTS5,COL5A1,CD248,PI16,PAMR1,TNXB,MMP2,COL14A1,CLEC3B,IGFBP6,COL5A2,FBN1,MFAP5,FKBP10,PALLD,WIF1,SNHG18,CDH11,PTCH1,ARAP1,FBLN2,IGF1,PRRX1,FKBP7,OAF,COL6A3,CTSK,DKK1,C1S,RARRES2,GREM1,SPON2,TCF21,PCSK6,COL8A1,ENTPD2,CXCL8,CXCL3,IL6,CYP1B1,COL13A1,ADAMTS10,CCL11,ADAM33,COL4A3,COL4A4,LAMA2,ACKR3,CD55,FBLN7,FIBIN,THBS2,NOV,PTX3,MMP3,LRRK1,HGF,FRZB,COL12A1,COL7A1,MEOX1,PRG4,PKD2,CCL19,NNMT,FOXF1,HAS1,CTGF,ERCC1,WISP1,TWIST2,RIPK3,DDR2,ELN,FN1,HHIP,FMO2,COL1A2,COL3A1,S100A4,NT5E,COL1A1,MGP,NOX4,THY1,CD40,PDGFRA,EN1,DCN,FOSL2,HIF1A,NFAT5,NFATC1,NFKB1,NR4A1,NR4A2,RUNX1,STAT3,LAMC1,MEDAG,LAMB1,DKK3,TBX20,NGF,VEGFA,FGF2,P4HTM,CKAP4,INMT,CXCL14"
Liver,Follicular cells,"TTF1,SLC6A4,KCNIP3,TSHR,TG,IYD,ASGR1,PRLR,TPO,DIO1,SLC26A7,CDH16,SLC16A11,FOXE1"
Liver,Foveolar cells,"MUC1,ANXA10,MUC5AC,TFF1,FOXQ1,SULT1C2,PTGR1,PLA2G1B,CLPS,GSTA1,PGC,TFF2,LGALS2,PSCA,GKN2,GKN1,CLDN18,KRT20,LGALS4,AKR1B10,IL33"
Liver,GABAergic neurons,"SLC6A1,GABBR2,GAD1,PAX2,SLC32A1,GAD2,VIP,SST,PVALB,TNFAIP8L3,SEMA3C,MYBPC1,PARM1,DLX1"
Liver,Gamma (PP) cells,"PPY,SCGN,FXYD2,SCGB2A1,GPC5-AS1,CMTM8,ARX,ETV1,PPY2P,PXK,SERTM1,SLITRK6,SEMA3E,APOBEC2,ABCC9,NEUROD1,PAX6,ISL1,CARTPT,THSD7A,AQP3,ENTPD2,PTGFR,CHN2,EGR3,LMO3,MEIS1,ZNF503,FGB"
Liver,Gamma delta T cells,"GNLY,PTGDS,GZMB,S100B,FGFBP2,NKG7,PRF1,KLRF1,HOPX,CST7,KLRD1,CTSW,SPON2,IFITM1,GZMA,CD247,CLIC3,CD7,ADGRG1,CCL5,TRDC,TYMS,MKI67,UBE2C,ASPM,CENPA,AURKB,NUSAP1,TROAP,CENPF,CCNB1,TRGV2,TRGV10,TRGV11,TRGV1,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9,TRGJ1,TRGJ2,TRGJP1,TRGJP2,TRGJP,TRGC1,TRGC2,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3"
Liver,Gastric chief cells,"ANPEP,BHLHA15,RAB3D,LEP,LGR5,KCNQ1,EGFR,PRKCZ,CHIA,CHRM3"
Liver,Germ cells,"EGFR,POU5F1,TFAP2C,DAZL,MAGEA4,DDX4,ZAR1,TESMIN,TEX101,GCNA,PRM1,TNP2,FABP9,ODF2,CRISP2,TCP11,GGNBP1,PHF7,CREB5,SLFNL1,COX7B2,KIF2B,CCDC30,LRRC57,BCL2L14,AQP11,TEX35,SPINK2,TSSK3,CREB3L4,TSACC,SPATA46,TEKT1,MORN5,OTUB2,TSKS,H2AFB1,ATL3,DMRTB1,TMCO2,FHL5,MS4A5,CST8,TMEM247,GALNTL5,OSBP2,MARCH11,TEX33,SPATA20,CDRT4,SPATA18,LRRC18,SCP2D1,IQCF1,PGK2,TULP2,CCDC54,AKAP4,GTSF1,PPP3R2,TPPP2,LELP1,SPERT,CATSPERZ,MAEL,PGAM2,TMEM53,ACTRT2,ROPN1,RNF151,IQCF3,CABS1,CCDC91,SPATA3,LRRC46,PDCL2,H1FNT,TSSK6,COX8C,CETN1,SPATA19,TSSK2,ZNRF4,SPATA24,SPATA4,FAM71E1,FAM229A,HILS1,HRASLS5,GAPDHS,HSPB9,SPATA33,SPZ1,PRM3,RBAKDN,DNAJB3,HMGB4,ROPN1L,GSG1,TNP1,SMCP,LDHC,PRM2,DNAAF1,ACYP1,SORD,DKKL1,RSPH1,COX6B2,MLF1,SMIM24,SPA17,MEIG1,FKBP6,TAF7L,SYCP1,SOHLH1,SLC25A31,PHF13,EGR4,SMC1B,TEX15,MOV10L1,WDR5,DMRT1,STRA8,ZMYND19,MDN1,PIWIL2,NR6A1,RSBN1L,DYNLT1,PARN,MKI67,CHEK1,BRCA1,DMC1,MLH3,SPAG6,ZPBP2,DNAH6,CAMK4,CREM,MYO1D,HOOK1,SPATA12"
Liver,Glutaminergic neurons,"SLC17A7,SLC17A6,GRIN1,GRIN2B,GLS,SLC17A8,SLC1A1,SLC1A2,SLC1A6"
Liver,Glycinergic neurons,"SLC6A9,SLC32A1"
Liver,Goblet cells,"CREB3L1,NLRP6,MUC5AC,MUC2,SLC9A8,OTOGL,ITLN1,AQP3,CDON,MUC4,MUC5B,TMEM207,TFF3,AGR2,CDX2,KRT7,KRT20,GUCA2A,PHGR1,MUC13,FCGBP,CLCA1,ZG16,TPSG1,GALNT12,ATOH1,REP15,PDIA5,PLA2G10,KLK1,SPDEF,LRRC26,BACE2,SPINK4"
Liver,Granulosa cells,"AMH,MCAM,BOK,ADAMTS1,LOX,FHL1,INHA,HSD3B1,HTRA1,GAPDH,TNNI3,HSD17B1,HJURP,FSHR,FOXL2,CYP19A1"
Liver,Hemangioblasts,"ETV2,T,TAL1"
Liver,Hematopoietic stem cells,"THY1,MPL,KIT,PROM1,FLT3,SLAMF1,CXCR4,TEK,ABCB1,ABCG2,BAALC,SPN,CDCP1,MYADM,KITLG,TGFB2,PTPRE,TAF7,GATA2,GPR171,ANGPT1,PROCR,NFE2,NKX2-3,HHEX,MEIS1,LYL1,ELF1,HLF,RGS18,MYCT1,ADGRG1,DNMT3B,MYCN,ARID3A,ITGA2B,GATA3,ROBO4,PITX2,RUNX1,GFI1,CD48,TLR2,GNL3,G0S2,CD34,BMI1,CD59,ITGA4,ANPEP,CD33,IL3RA,HLX,NKX3-1,THSD1,NCOR2,FGD5,MECOM,CTNNAL1,VWF,PBX2,TAL1,ERG,NEO1,EGR3,MAFF,ITGA6,GJB1,CDH2,ALDH1A1,GFI1B,NOTCH1,NOTCH2,PLXDC2,ESAM,ACE,TRPC6,HOXB5,TET2"
Liver,Hepatic stellate cells,"ADAMTS13,CYGB,PPARG,PDGFRA,RGS5,PPARA,FOXF1,ALB,NR1H4,CTGF,SEMA7A,AGTR1,PNPLA3,WT1,FGF10,GFAP,NGFR,VEGFA,ACTA2,MYB,DES,FAP,SLC8A1,RELN,SYP,VCL,TIMP1,COL1A1,TAGLN,COL1A2,COL3A1,DCN,MYL9,TPM2,BGN,IGFBP3,OLFML3,IGFBP6,CCL2,COLEC11,HGF"
Liver,Hepatoblasts,"AFP,ALB,CEBPA,KRT14,DLK1,CDH1,FOXM1,GGT1,HNF4A,PROX1,MAP2K4,SMAD5,HNF1B,HHEX,MET"
