Tissue,CT,Gene
Brain,Astrocyte,"Aldh1l1,Camsap1,Camsap1,Atp1b2,Fut9,Gm3764,Ntsr2,Paqr7,Agt,Gm9925,Htra1,Trim9,Cldn10,Sox9,Atp1b2,Dclk1,Slc7a10,Gja1,Plcd4,Mfge8,Slc4a4,Acsl6,Pnisr,Gjb6,S1pr1,Slc6a1,Hacd2,Slc7a11,Fgfr3,Ddhd1,Slc39a12,Fzd2,Id4,Gpld1,Bcan,Acsl3,Slc27a1,Nkain4,Gpr37l1,Slc6a11,Vegfa,Ednrb,Msmo1,Tril,Sdc4,Atp13a4,Pla2g7,Fjx1,Entpd2,Eva1a,Gria2,Tlcd1,Aqp4,Lfng,Aldh1l1,Slc1a3,Sparcl1,Gja1,Gfap,Aldh1l1,Slc1a3,Slc1a2,Aqp4,Glul,Gfap,Gfap,Gfap,Vim,Glul,Rbfox3,Acsbg1,Aqp4,Aldh1l1,Gfap,Glul,Sox9,Gja1,Slc6a9,Slc6a11,Aqp4,S100b,Aqp4,Slc1a3,Gja1,Aldh1l1,Hes5,Gja1,Gfap,Gfap,Ogt,Fam107a,Agt,Gfap,Frzb,Unc13c,Frzb,Ascl1,Fam107a,Unc13c,Agt,Slc1a3,Ogt,Ascl1,Gfap,Gfap,Slc1a2,Gjb6,Slc7a10,Gsn,Vim,Mfge8,Osmr,Ctsb,Id3,Aqp4,Myoc,Id1,Luzp2,Gfap,Ggta1,Gfap,Aldh1l1,Sox9,Slc1a2,S100b,Plin4,Serpina3n,Runx1,Casp1,Gfap,Lyz2,Mpeg1,Pcdhb6,Neat1,C4b,Flnc,Anln,Fabp7,Gfap,Slc1a3,S100b,Slc1a2,Glul,Aqp4,Gfap,Gpc5,Gja1,Aqp4,Nfia,Slc1a2,Rgcc,Agt,Gfap,Gfap,Vim,Slc6a9,Pls1,Traf3,Dag1,Mical1,Phkb,Ptprf,Tst,Clybl,Ptprz1,Dbi,Cbs,Cyp7b1,Arhgef18,Ckm,Cdh2,Psph,H3c1,Kank2,Ptpra,Arhgef12,Fermt2,Tmed1,Entpd2,Mpdz,Fars2,Amt,Abcc8,Pkd2,Ddt,Phka1,Synm,Tcaf2,2610507B11Rik,Rasgrf1,Acad11,Pacsin3,Prxl2a,Pxmp2,Dhcr7,Gnao1,Lifr,Serpinh1,Sox9,Dhx32,Tpmt,Acad12,Soat1,Pdlim5,Ndrg2,Sash1,Suclg2,Lamb2,Higd1a,Maoa,Ptpn13,Dctn1,Acss1,Agpat3,Egfr,Glipr2,Zhx2,Tpm2,Lats1,Arhgap32,Nadk2,Mfge8,Sox2,Mtm1,Sntb1,Pon2,Ctnnb1,Cmbl,Ugt1a6a,Spire1,Pex2,Palld,Aldh1a1,Parp12,Cnn3,Arap2,Sqle,Cst3,Prom1,Glud1,Aldh6a1,Gpx8,Fgf1,Flot2,Ppp2r2b,Pipox,Carmil1,Prdx6,Aqp4,A2m,Amer2,Hmgcs2,Pde1b,Ppfia1,Cpt1a,Raver2,Cdc42ep1,Echdc1,Btbd17,Adcy2,Zhx3,Dennd4c,Fmo1,Flnc,Csrp1,Tnc,Tns1,Sdsl,Aldh1a2,Inpp5j,Gsta4,Myh14,Zcchc24,Wwc1,Dock1,Limch1,Mcc,Kcnj10,Aspa,Sptan1,Vwa8,Myh11,Arnt2,Arhgap21,Vim,Snta1,Slc20a2,Ptdss2,Ptn,Sar1b,Peak1,Tbc1d10a,Slitrk2,Igsf1,Slc25a18,Suox,Oat,Fga,Mast4,Acot11,Gfap,Elovl5,Tagln,Acot2,Ankrd40,Ephb3,Yap1,Il6st,Itga7,Acsl6,Golim4,Akt2,Ak4,Pmm1,Aldoc,Map2,Myo10,Mmd2,Gstt1,Smpd2,Ctnna1,Ttyh3,Cpe,Ncan,Phactr4,Sparcl1,Enpep,Dlg5,Mmab,Slc2a1,Prex2,Fkbp10,Fhl1,Ccdc88c,Glul,Mlc1,Gstm5,Slc14a1,Hmgn1,Tom1l1,Lrig1,Jak1,Macf1,Kif1c,Fabp5,Lama4,Myorg,Lxn,Apoe,Mras,Map4,Nat1,Nrxn1,Hadh,Fabp7,Agfg2,Pcx,Pfkm,Slc6a1,Plcb3,Kif1b,Prodh,Acsf2,Rtn3,Rhbdf1,Sorbs1,Slc1a2,Gucy1a1,Nwd1,Mthfd1,Ube2f,Nudt12,Serhl,Ccdc141,Tjp2,Gpr37l1,Gpm6b,Vtn,Sh3bgrl2,Hsd11b1,Acadm,Acadvl,Pla2g7,Add3,Alpl,Bag3,Pnpla6,Dlgap1,Ppp2r5a,Nqo1,Clcc1,Ivd,Plxnc1,Slc1a4,Mpc1,Fads2,B3gnt2,Cpt2,Pals1,Actr3b,Uqcrh,Edil3,Scd2,Fdft1,Eepd1,Slc1a3,Ttc9,Oxa1l,Arhgap26,Phyhipl,Slc30a1,Hspa2,Rsph4a,Hepacam,Adcyap1r1,Crot,Kbtbd11,Them4,Ctnnd2,Nsdhl,Camk2g,Cat,Bola3,Usp54,Ift122,Trps1,Cntfr,Crym,Csrp2,Atp1a2,Acsbg1,S1pr1,F3,Grm5,Nacc2,Ston2,Mid1ip1,Dync2h1,Bbox1,Caskin2,Gpam,Nadk,Clic6,Dhtkd1,Yes1,Lpp,Hmgcr,Dnajc25,Tmem259,Lgalsl,Oxnad1,Tom1l2,Sox21,Naprt,Lclat1,Nes,Slc7a10,Chst2,Immt,Kidins220,Dpy19l3,Plec,Pltp,Pld2,Fam171b,Lrrc8a,Slc6a11,Prex1,Scp2,Evi5,Tmem229a,Pgghg,Gcsh,Arhgef26,Tulp3,Irs1,Slc9a3r1,Bcar3,Acaa2,Slc4a4,Ahcyl1,Mmut,Htra1,Car5b,Ccdc90b,Pomt1,Etfdh,Dmd,Gldc,Nrcam,Ikbip,Gpt2,Gpd2,Gja1,Taco1,Aldh5a1,Wdr19,Slc25a42,Appl2,Agt,Nebl,Cep350,Clec16a,Folh1,Msi2,Gstk1,Bckdha,Agl,Klhdc8b,Capzb,Phkg1,Abcd3,Wasf3,Cth,Grm3,Itpkb,Fgfr3,Cox6b1,Aldh7a1,Kyat3,Rasa2,Elmo2,Kcnn2,Itprid2,Gstm1,Gstz1,Vhl,Gulp1,Crtc3,Hsdl2,Acadl,Vezt,Slc30a10,Ncam1,Pbxip1,Sigmar1,Pdgfrb,Txnrd3,Pcdh10,Ppic,Acss2,Phgdh,Plxnb1,Acadsb,Cul7,Nlrx1,Slc39a12,Sag,Ephx2,P4ha3,Nat8f1,Actn1,Fn1,Fut9,Ddhd1,Nudt19,Vcam1,Upp1,Cpm,Itih5,Bcl2,Uaca,Pdzd11,Acox1,Adk,Limd1,Pdlim4,Dhrs1,Slc6a17,Micall2,Sorcs2,Pxmp4,Ptpmt1,Nde1,Timm21,Slc12a4,Bcan,Nudt7,Decr1,Plpp3,Smdt1,Rftn2,Rgs7,Mcee,Wdr35,Lamc1,Oplah,Adhfe1,Ass1,Fbxo2,Capns1,Sec14l2,Clu,Trim9,Myl9,Etfa,Pals2,Pcp4l1,Ednrb,Lrp4,Fam168a,Chpt1,Itga1,Cald1,Maob,Abr,Pygb,Slc13a3,Parva,Tmem176b,Eci2,Fkbp9,Acot1,Sema6d,Rcn2,Nhsl1,Dgkb,Agrn,Ppp1r1a,Rida,Itm2c,Smim8,Agpat5,Myo6,Tnks1bp1,Vcl,Slc27a1,Aldh4a1,Foxred1,Plcd4,Ttyh1,Psd2,Car3,Echdc2,Abat,Klhl25,Ngef,Atp1b2,Cbr3,Kctd5,Sfxn5,Slc25a20,Ehhadh,Adgrg1,Paqr4,L3hypdh,Cap2,Retsat,Adcy8,Dhrs4,Ttc21b,Ppp2r3a,Mink1,Wipi1,Pdlim3,Ift140,Gpt,Magt1,Btd,Cyp2d22,Hacl1,Rgs20,Nrbp2,P3h1,Trak1,Sardh,Aldh1l1,Fgd6,Vps13d,Jam2,9530068E07Rik,Hdhd5,Efhd1,Coro2b,Hadha,Pcdhgb6,Cyp2j9,Ech1,Lrch3,Arhgap5,Papss2,Tm7sf2,Trpm3,Utrn,Cyp4f16,Gcdh,Syt11,Mboat2,Mgst1,Abcd2,Cdc42ep4,Lingo1,Arhgef4,Slc38a3,Car2,Prkd1,Erbin,Ppp1r3d,Dtna,Ctnnbip1,Pgm5,Rsph9,Abhd3,Coprs,Ahcyl2,Acyp2,Cyp4f15,Abhd4,Nudt2,Gpm6a,Mavs,Csdc2,Slc7a2,Romo1,Sh3pxd2b,Caskin1,Ntsr2,Agt,Aqp4,Aqp4,Fabp7,Apoe,Cspg5,Aldoc,Slc1a3,Aldoc,Gli3,Aqp4,Gja1,Slc1a2,Plpp3,Aqp4,Aqp4,Slc1a3,Aqp4,Aqp4,Gja1,Gfap,Aqp4,Fgfr3,Slc1a3,Gja1,Kcne1,Gjb6,Aqp4,Slc1a3,Hells,Slc1a2,Top2a,Vim,Kcnq1,Kcnq4,Aldh1l1,Glul,Gfap,Aldh1l1,Gfap,S100b,Slc1a3,Sox9,Gfap,Slc6a1,Gfap,Gja1,Aqp4,Aldh1l1,Aldoc,S100b,Aldh1l1,Nfia,Vim,Sox9,Aqp4,Ndrg2,Fgfr3,S100b,Slc1a3,Gja1,Aldoc,Aldh1l1,Gfap,Aqp4,Gja1,Aldoc,Aqp4,Glul,Cldn10,Gja1,Aqp4,Acsbg1,Aldoc,Gja1,Aldh1l1,Sox10,Phkg1,Grin2c,Aldh1l1,Aqp4,Gpr37l1,Gja1,Slc1a2,Aqp4,Acsbg1,Cldn10,Gja1,Il17a,Gja1,Aqp4,Olfr50,Agxt"
Brain,B cell,"Cd19,Cd22,Ptprc,Ly6d,Ms4a1,Cd79a,Mzb1,Cd74,Vpreb3,Cd79b,Cd19,Iglc3,Cd79a,Trpc6,Ptprc"
Brain,Basket cell,"Eif5a2,Slit3,Prss23,Hadhb,Syt2,Cartpt,Cox6a2,Nefh,St6galnac5,Slit2,Iqgap2,Esrrg,Kcnj9,Tac1,Moxd1,Nxph2,Fam43a,Vamp1,Dipk2a,Hapln4,Nog,Mitf,Etv6"
Brain,Bergmann glial cell,"Stk32a,Prex1,Pax3,Gpm6b,Lrig1,Shroom3,Plpp3,Ednrb,Eps15,Sfxn5,Sned1,Grid2,Pla2g7,Aldh1l1,Rfx4,Pdzrn3,Pde3a,Paqr8,Slc4a4,Sh3pxd2b,Prex2,Greb1l,Bmpr1b,Tnc,Megf10,Gsap,Usp6nl,Fbxl7,Gm3764,Fgfr1,Mcc,Nhsl1,Slc1a3,Luzp2,Nwd1,Rgma,Gli3,Arhgef26,Tcf7l1,Arhgef4,Emid1,Col23a1,Plce1,Vcan,Pcx,Sparcl1,Meis1,Npas3,Aqp4,Gli2"
Brain,Border-associated macrophage,"Atp9b,Lyve1,Ms4a7,Lyve1,Ccr2,Mrc1,Stab1,Ms4a7,Lyve1,Dab2,F13a1,Cbr2,Pf4,Mrc1"
Brain,CCK basket cell,"Sntb1,Cadps2,Eps8,Kcnf1,Ldb2,Tac2,Cxcl14,Pde7b,Fam163a,Usp53,Il4ra,Col15a1,Jam2,Unk,Pnoc,Egln3,Ccnd3,Mxd1,Scyl2,Larp1b,Cnr1,Ramp1,Cryab,Sp8,Sh3bp4,Ago2,Slc25a29"
Brain,CD4+ T cell,"Cd69,Tbx21,Cd44,Ifng,Il2rb,Tnf,Il2ra,Cd3e"
Brain,CD8+ T cell,"Prf1,Ifng,Pdcd1,Gzmb,Gzmb,Stat4,Cd8a"
Brain,Cajal-Retzius cell,"Kcnb2,Aatf,Ebf3,Tmem200a,Cobll1,Cep112,Ndnf,Frmd4b,Reln,Robo2,Epha3,Kcnc2,Trp73,Kcnh7,Cdyl,Angpt1,Ccdc148,Maml3,Thsd7b,Fndc3b,Tmem163,Cdh4,Msi2,Bbx,Pdzd2,Dscaml1,Cacna2d2,Cacna2d1,Ripor2,Clstn2,Fat3,Smad1,Gfra1,Slc22a15,Diablo,Plekha7,Emx2os,Gpc1,Slc2a13,Fmn1,Elapor1,Bin1,Dach1,Dync1i1,Pou6f2,Cntnap2,Nrg1,Rbms1,Utrn,B3galt1,Reln,Trp73"
Brain,Central nervous system-associated macrophage,"Lyve1,Fcrls,Ms4a7,Cd163,Stab1,Mrc1,Cbr2,Pf4,Siglec1"
Brain,Chandelier cell,"Ibsp,Hs3st4,Unc5b,Errfi1,Pthlh,Gdf10,Dusp14,Trps1,Necab2,Peli1,Ifi27,Gpr12,Nanp,Ramp3,Pygm,Ier2,Fam163b,Pdlim3,Fgf13,Mctp2,Cpne5,Krt12,L2hgdh,Rasgrp1,Hapln1,Pde3a,Thbs1,Tgfb3,Epb41l4a,Vcan,Vipr2"
Brain,Cholinergic interneuron,"Slc17a8,Chat,Bves,Slc18a3,Ufsp1,Ntrk1,Ecel1,Crabp2"
Brain,Choroid plexus cell,"Otx2,Kl,Clic6,Kcnj13,Folr1,Kl"
Brain,Conventional dendritic cell 2a(cDC2a),"Cd9,Itgae,Id2,Ppp1r14a,Ccr1,Sh2d1b1,Ffar2,Ppp1r1a,Cdh17,Ccl17,Clec5a,Mgl2,Epcam,Qpct,Plet1,Dcstamp,Siglece,Ltb"
Brain,Conventional dendritic cell 2b(cDC2b),"Ly6c2,Tspo,Zeb2,Wfdc17,Cd209a,Sell,Fcer1g,Ccr2,Lmo1,Lgals3,Anxa2,Ccl9,Lyz2"
Brain,D1 Medium spiny neuron(D1 MSN),"Tac1,Pdyn,Rgs4,Wfs1,Calb1,Drd1"
Brain,Dendritic cell,"Itgae,Clec9a,Batf3,Zbtb46,Flt3,H2-Aa,Fcgr1,Flt3,Zbtb46,Ccr7,H2-DMb2,Kmo"
Brain,Dopaminergic neuron,"Slc6a3,Slc18a2,Th,Epha5,Dlk1,Ret,Chrna6,Rab3c,Aldh1a1,Ddc,Slc10a4,Syt1,Cpne7,Cplx1,Slc18a2,Erc2,Slc6a3,Th,Cplx2,Pbx1,En1,Chrna4,Pitx3,Nr4a2,Lmx1b,Foxa2,Lmx1b,Foxa2,Calb1,Th,Foxa1,Pitx3,Slc6a3"
Brain,Dorsal otocyst,"Wnt7a,Dlx5,Fgfr3,Gbx2,Wnt7b,Fst,Inhba,Oc90,Emx2,Gata2,Bmp4,Wnt2b"
Brain,Early neuroblast,"Fgf10,Six1,Acvr2a,Notch1,Fgf8,Hes5,Neurog1,Fgf3"
Brain,Endothelial cell,"Pecam1,Pecam1,Kdr,Fn1,Eng,Flt1,Tek,Slc2a1,Lsr,Kank3,Jcad,Ramp2,Ly6a,Emcn,Klf2,Ptprb,Sgms1,Pecam1,Paqr5,Hspb1,Tm4sf1,Podxl,Abcg2,Egfl7,Slc9a3r2,Pltp,Esam,Cavin2,Foxq1,Kitl,Fn1,Ctla2a,Ifitm3,Clic5,Ly6c1,Cdh5,Adgrl4,Sox17,Igfbp7,Ly6c2,Acvrl1,Abcb1a,Itm2a,Cxcl12,Slco1a4,Flt1,Nostrin,Pcp4l1,Palmd,Srgn,Pglyrp1,Tek,Wfdc1,Adgrf5,Sema3c,Car4,Cldn5,Rasgrp3,Mfsd2a,Slco1c1,Lmntd1,Ptprb,Egfl7,Ccdc141,Fzd6,Rgs5,Pecam1,Mecom,Cyyr1,Slc16a1,Ly75,Eng,Slco2b1,Igfbp7,Itga1,Rbpms,St3gal6,Vwf,Abcb1a,Rassf9,Hmcn1,Adgrl4,Cd93,Erg,Nos3,Lama4,Slc22a8,Cgnl1,Adgrf5,Hspg2,Epas1,Slc40a1,Ets1,Fli1,Flt1,Fn1,Slc7a1,Itga4,Tek,Zfp366,Wwtr1,Apcdd1,Kdr,Sparc,Rhoj,Slc7a5,Rgs5,Slco1a4,Igfbp7,Flt1,Kdr,Cldn5,Flt1,Pecam1,Flt1,Cldn5,Ndnf,Sox15,Rad54b,Dyrk4,1700009J07Rik,Mymk,Zic3,Slco1c1,Cldn13,Ermap,6030468B19Rik,Edn3,Foxl2,Gm10384,Slc19a3,Pglyrp1,Car4,Cd24a,Hey1,Plpp3,Plpp1,Plvap,Nrp1,Esm1,Gkn3,Abcc9,Kdr,Pecam1,Smc3,Tagln,Cldn5,Eng,Car4,Vtn,Cldn5,Cldn5,Ocln,Slco1c1,Cldn5,Slc2a1,Flt1,Cldn5,Slc2a1,Fn1,Cldn5,Pltp,Pecam1,Ly6c1,Cldn5,Cd300lg,Pecam1,Cldn5,Flt1,Bcl6b,Foxp1,Ets1,Foxf2,Lef1,Cldn5,Tie1,Vcan,Cldn5,Rgs5,Cldn5,Foxq1,Slc2a1,Pglyrp1,Flt1,Cldn5,Cldn5,Cldn5,Pecam1,Flt1,Mecom,Cldn5,Slco1a4,Ly6a,Ly6c1,Cldn5,Ly6c1,Ptprb"
Brain,Engrafted macrophage,"Clec12a,Mrc1,Ms4a7,Apoe,Itgal,Ccr2"
Brain,Ependymal cell,"Ttll8,Cfap44,Dnai3,Enkur,3300002A11Rik,Ccdc170,Cfap46,Armc3,Fhad1,Ttc29,Cfap299,Vwa3a,Ccdc162,Odad1,Lrriq1,Cfap65,Dnah11,Zbbx,Ttc21a,Ak9,Dnah5,Adamts20,Efhb,Spag17,Lmntd1,Nek11,Kif9,Spag16,Cfap43,Spata17,Gm973,Drc3,Daw1,Dnah12,Tmem212,Dnah6,Hydin,Ak7,Rgs22,Cfap61,Ccdc60,Dnah10,Iqck,Spef2,Dnah11,Dnah3,Ccdc180,Lrguk,Tmem232,Ccdc146,Kif6,Clu,Ccdc153,Mia,S100b,Sox9,Acta2,Gja1,Foxj1,Tm4sf1,Rarres2,Tmem212,Ucma,Hdc,Cdhr4,Rax,Foxj1,S100a6,Ccdc153,Cd24a,Ccdc153,Rsph4a,Tmem212,Dynlrb2,Plac9,Foxj1,Ccdc153,Tmem212,Foxj1,Enpp2,Ecrg4,Ttr"
Brain,Excitatory neuron,"Neurod6,Slc17a7,Slc17a7,Fezf2,Foxp2,Neurod6,Cux2,Satb2,Camk2a,Slc17a7,Slc17a7,Neurod2,Satb2,Sv2c,Slc17a6,Slc17a7,Sv2b,Neurod6"
Brain,Fibroblast,"Pdgfrb,Pdgfra,Dcn,Col3a1,Pdgfra,Dcn,Dcn"
Brain,GABAergic neuron,"Gad1,Olig1,Slc32a1,Xdh,Slc17a7,Slc17a6,Gja1,Myl9,Ctss,Gad2,Gad2,Slc6a1,Slc32a1,Gad1,Gad1,Gad2,Atp1b1,Kcnc1,Snap25,Gata3,Atp1a3,Camta1,Slc32a1,Gad2,Ttc3,Sncb,Nrxn3,Syn2,Gad1,Nsf,Gad1,Zfpm2,Tal1,Slc32a1,Lhx6,Gad2"
Brain,Glial cell,"S100a1,Mki67,Gfap,Vim,Tnc,Egfr,Plp1,Sox10,Plp1,Sox10"
Brain,Glutamatergic cell,"Cbln2,Cacna2d1,Scn2a,Shox2,Slc17a6,Adcyap1"
Brain,Glutamatergic neuron,"Slc17a6,Xdh,Slc17a7,Slc32a1,Myl9,Gad1,Gad2,Olig1,Ctss,Gja1,Slc17a6,Slc17a8,Mroh2a,Hoxa3,Hoxb2,Slc17a7,Slc17a6,Tbr1"
Brain,Infiltrating macrophage,"Clec4e,Slfn4,Sirpb1a,Ifitm6,Ms4a8a,Lilra6,Adgre1,Fcgr1"
Brain,Inhibitory neuron,"Gad2,Gad2,Gad2,Gad2,Reln,Gad2,Sst,Gad1,Slc32a1,Gad2,Gad2,Gad1,Gad2,Pvalb,Gad2,Slc32a1,Gad1,Gad1,Gad2"
Brain,Intermediate progenitor cell,"Neurod1,Eomes,Sox11,Dcx,Gadd45g,Eomes"
Brain,Interneuron,"Lhx6,Lamp5,Gad1,Gad2,Sst,Ndnf,Nrn1,Vip,Pvalb,Cck,Calb2,Npy,Pvalb,Sst,Calb1,Cck,Slc6a1,Vash1,Lhfpl4,Gabra2,Lhx6,Kit,Vip,Sst,Chat,Pvalb,Resp18,Gad2,Gad1,Slc32a1,Kit,Sst"
Brain,Interneuron-selective cell,"Tpbg,Celsr3,Egfr,Rprm,Sema5b,Ptms,Dok7,Dlgap3,Bcar3,Nr2e1,Cracdl,Slc12a4,Npy2r,Rgs16,Unc5a,St3gal1,Cpox,Chrna4,Wscd2,Ostf1,Kcnh3,Lrrc3b,Rasd2,Miat"
Brain,Late activated neural stem cell,"Top2a,Pclaf,Hmgb2,Cdk1,Cenpf,H2ac24"
Brain,Late neuroblast,"Isl1,Fzd10,Neurog2,Neurod1,Eya2,Jag2"
Brain,Long-projecting GABAergic cell,"B2m,Opn3,Prcd,Kcnmb4,Slc5a7,Nos1,Prex1,Arhgef15,Gabrg1,Phf24,Cnih3,Kcnmb4,Ntn1,Sc5d,Tppp3,Clic1,Hey1,Sv2b,Fndc1,Wwc1,1700086L19Rik,Chodl,St6galnac2,Carhsp1,Sst,Pou3f2,S100a10,Egfl7,Nptx1,Col11a1,Nnat,Ndst4,Oxtr,Gabra2,Wnt2,Ptpru,Rasgef1b,Mcub,Pnma3,Slc5a5,Tspan17,D430019H16Rik,Slc7a3,Patl2,Bace2,Cort,Adgrg6,Gpr88,Htr1a,Tent5a,Ctxn2,Ass1,Dbpht2,Rbp1,Arl4a,Sfrp1,Dpy19l1,Ndrg1,Adamts16,Arhgdig,Ptn"
Brain,M1 macrophage,"Nos2,Fcgr3,Fcgr2b,Adgre1,Iba1"
Brain,M2 macrophage,"Arg1,Mrc1,Iba1,Adm,Serpinb2,Mrc1,Arg1"
Brain,Macrophage,"Ehd4,P2rx7,Lgmn,Stard8,Sirpa,Cfh,Slc9a9,Dclre1c,Ikzf1,Rreb1,Dock2,Rbm47,Bank1,Tnfrsf11a,Abca9,Pnpla7,Ctsb,Dock8,Maf,Gas6,Tnfaip8,Dock2,Mrc1,Runx1,Wdfy4,Lyn,Apoe,Adgre1,Dab2,Fli1,Unc93b1,Zfp710,Pik3ap1,Tgfbr2,Tbxas1,Cmah,Snx2,P2ry12,Csf1r,Lrmda,Ddx60,Inpp5d,Fyb,Rbpj,Aoah,F13a1,Colec12,Arhgap15,Stab1,Cd84,Hpgds,F13a1,Dab2,Ccr1,Mgl2,Mrc1,Zfp120,Mertk,Lyz2,Ace,C1qa,Iba1,Ms4a7,Mrc1,Iba1,Iba1,Iba1,Iba1,Siglec1,Itgam,Adgre1,Fcgr1,Mrc1,Arg1,S100a6,S100a11,Ifitm2,Mrc1,H2-Ab1,Plac8,Cd74,H2-Eb1,H2-Aa,Lgals3,S100a6,Lyve1,Mgl2,F13a1,Ccr2,F13a1,Lyz2,Itgax,Apoe,Ms4a7,Lyz2,Lyve1,Ccr2,Mgl2,H2-Aa,Mrc1,Dab2,F13a1,Iba1,Pf4,Mrc1,Cd163"
Brain,Martinotti cell,"Sgcd,Capn5,Atp2b4,Hdac4,Lipa,Timp3,Adgrb1,Il34,Cdh22,Zdhhc18,Snx8,Cdh7,Foxred2,Rasl11a,Lama4,Sirt4,Tunar,Hpse,Kcnk13,Unc13c,Reln,Ano3,Hopx,Slc30a3"
Brain,Mature oligodendrocyte,"Opalin,Mog,Mbp,Olig1,Mtag2,Cnp,Prg2,Gpr17,Prg2,Mal,Mbp,Mbp,Apc"
Brain,Microglia-like cell,"Cd9,Sparc,P2ry12,Cd81,Hexb,Spp1,Crybb1,Serpine2"
