Tissue,CT,Gene
Brain,Type IB spiral ganglion neuron,"Sestd1,Lrrc7,Tmprss4,Kcnq1,Lrrc52,Anxa5,Ezr,Tmem196,Slc29a3,Cfap161,Runx1,Zadh2,Spats2l,Sdc4,Ppfibp2,Lypd6,Edil3,Ankrd16,Mgat5b,Rbm20,Bcam,Sema3d,Calb1,Fbxo27,Hcrtr2,Ppm1d,Htr2c,Col19a1,H2-K1,Ubxn2b,Pls3,Kcnmb2,Cx3cl1,Apex2,Ifit1,Kcnd2,Trmt61a,Tpbgl,Cdh23,Wscd1,Ttn,Ryr3,Edil3,Lgals1,Sema3e,Kash5,Rasgrp2,Ttn,Btbd9,Eno1,Calb1"
Brain,Type IC spiral ganglion neuron,"Kif26b,Clrn1,Khdrbs2,Cckar,Obi1,Mcm6,Mgat4c,Plcd4,Adam11,Cit,Anks1b,Galnt13,P3h4,Sncg,Slit2,Lrrk2,Islr2,Zfp536,Dcbld2,Prr15,Gab1,Gstp1,Plce1,Sema4d,Gldn,Arpp21,Zeb2,Insyn1,Hap1,Sphkap,Ntng1,Arnt2,Elfn2,Adgrb3,Slitrk2,Rab15,Hrh3,Cyth3,Pou4f1,Cdh8,Fut8,Rgs12,Dach1,Gm20063,Fam3c,Gpr155,Cplx2,Egflam,Dennd2c,Pcbd1,Boc,Tsku,Ldha,Elmod1,Grm8,Parva,Zfp947,Dcc,Car13,Rhbdl1,Galk2,Fkbp9,Slc9a9,Hopx,Sh2d7,Pcp4l1,Plxna2,Gm19557,B4galt4,Tmem117,Tpo,Cdh4,Negr1,Fmn1,Pirt,Rph3a,Krt28,Sorbs2,Kcnip1,Ndst4,Fanca,Pcdh9,Epb41l4a,Cyp1b1,Hmcn1,Esr2,Ggact,Crim1,Vat1l,Terf2,Rnd2,Nalcn,Neurod1,Clec18a,Thrsp,Adgra1,Ncald,Atp11a,Ppp1r3b,Fgf5,Majin,Robo2,Tmprss7,Pcsk2os1,Sema3f,Mrps6,Ush1g,Antxr1,Dusp6,Plcxd2,Serp2,Emb,Eva1c,Tenm2,Kcnk3,Map3k20,Fscn2,Mcub,6330403K07Rik,Ptk7,Samd11,Pcsk2,Ccdc162,AI987944,Tjp2,Gpx8,Plod2,Cd164l2,Slc17a6,Ust,Spock1,Mef2c,Nmrk1,Camk1d,Pnck,Bhlhe22,Ndst3,Glis1,Tmem47,Ttyh2,Fam43b,Lemd1,Cacna1e,Prkar2b,Diras2,Myom3,Shisal1,Lgi1,Pcsk5,Magi1,Lrrcc1,Cacng5,Robo1,Lgr5,Dipk2a,Rgs10,Kcnip2,Luzp2,Fkbp11,Runx1t1,Sptb,Sema3a,Satb1,Mknk1,Scn2b,Ehbp1l1,Timp3,Espn,Adprhl1,Triobp,Tspan2,Mstn,Myo1h,Pisd-ps1,Grxcr2,Cpne6,St6galnac3,Slco4a1,Kcnc2,Lypd1,Glce,Rbfox3,Chst9,Drd1,Galntl6,BC030500,Prrt2,Crtac1,Nrp1,Rasgrf1,Galnt14,Kcnj9,Tagln3,Rph3a,Faim2,Pcsk2,Sphkap,Cd164l2,Lypd1,Ntng1,Pou4f1"
Brain,Type II spiral ganglion neuron,"Fam117a,Lin28b,Cyp39a1,Gnb4,Pwwp3b,Scarletltr,Tjp2,Sema6d,Slc36a1,Pycrl,Acvr2a,Sgk3,Chd3,Wasf2,Bean1,Tshz3,Jpt2,Arhgef28,Nipsnap3b,Gprasp2,Agpat3,Tmem104,Gm16070,Ptprm,Epha8,Rin2,Cbx4,Slc29a4,Itga9,Sdsl,Gpd2,Ccdc167,Scg2,Pim2,Mmgt2,Rrbp1,Acadl,Id3,Fam227a,Tuba8,Crip2,2900026A02Rik,Neurl1a,Fxyd6,Plcb3,Il3ra,Pwwp2b,Shroom3,Dnph1,Scrib,Gng10,Efnb1,Mpdu1,Rims3,Muc15,Epb41,Vav3,Necab1,Mfap3,Ssr4,Nnat,Hpca,Gpr149,Psen2,Tbc1d22a,Zbtb8a,Clint1,Rcn1,Baalc,Tmem132e,Xist,Gpr88,Vwa1,Slc6a4,Alcam,Cd74,Csf1r,Mc4r,Cnksr2,Sestd1,Cachd1,Hyi,Fbxw17,Myo7a,Igsf1,Castor1,Pithd1,Shisa2,Sugct,Cilp,Tubb2a-ps2,Fnbp1l,Chn2,Islr,Minar2,Cyb5a,Ro60,Fdft1,Adam17,Slc35d1,Lims2,Asap3,Atg16l2,Smad7,Capn5,Ldha,Agtrap,Pkig,Cacna2d1,Slc52a3,Nubpl,Tmem221,Nmb,Cthrc1,Nsg2,Syt5,Sec61a1,Sprn,Gata2,Mtcl1,Rrm2b,Rybp,Phldb2,Ppp1r27,Slc36a2,Gm19522,Spsb1,Fxyd2,Cd200,Gabpa,Foxj2,Rnf44,Bmp7,Efna5,Morn4,Efs,Gadd45g,Adamtsl5,Sik1,Fstl5,Magef1,Arhgap36,Fnbp1,Grin2c,Cacna1e,Phf12,Tmem169,Akap13,Lxn,Snca,Fam174c,Tbl1x,Mta3,Unc5b,Smim15,Hpcal1,Nucb1,Pdlim4,Cux2,Tcea3,1700019D03Rik,Trem2,Rps12,Socs1,Ephb2,Ebf4,9230102O04Rik,Fam20a,Nupl2,Adgrb1,Mthfs,Ccdc112,Sel1l3,Atp10d,Rnf181,Psme2,Pcdh20,Psme2b,Gpsm2,Pde1c,Cldn9,Smad1,Trip10,Kcna6,Mafb,Map3k9,Elovl1,Ubash3a,Snhg17,Gng2,Disp3,Flnb,Dubr,Adam19,Trappc6a,Gstp1,Agpat4,Gfra1,Camk1g,Wnt3,Stard13,Trpm3,Mpp3,Rab13,Rap1b,Ano2,Nxph4,Fes,Tle4,Cabin1,H2-Aa,Plk5,Hey1,Snora70,Ckap4,Nampt,Galnt5,E230016M11Rik,Map7,Col28a1,Ror2,Tmem200a,Zfp142,H2-T-ps,Susd5,Serpinf1,Tmtc2,Kctd12,Epb41l4a,Xab2,Tpd52,Donson,Bex1,Lmna,Iigp1,Oat,Eef2kmt,Lpar1,Rwdd2b,Elp4,Flot2,Tmem106a,Tcerg1l,Hnrnph3,Gucy1b1,Slc9b2,Efemp2,Tlr4,Spsb2,Gm5532,AI413582,Rph3a,Metrnl,Frat1,Tmem241,Arnt2,Pdia4,Crtac1,Gnao1,Crabp1,4930480K15Rik,Apobec1,Bmpr1a,Dlg5,Sorl1,Slc35a2,Spata24,Id2,Gpsm1,Izumo4,Dok7,Mob3c,Sh3bgrl2,Furin,Tm4sf1,Gap43,Myo1c,Marcks,Tmem176a,Lin7a,Magi1,Naga,Jph4,Tubb2b,Ccdc22,Rhoc,F2r,H2-D1,Tax1bp3,Jdp2,Ezr,Efcab15,H2-DMb1,Tbcel,S100a13,Tns1,Serinc5,Wls,Id1,Arpc5,Prima1,Ophn1,Edaradd,Cblb,Slc9a3r1,Tbc1d10a,Ptpro,Arap2,Selenop,Syne4,Mir100hg,Tssk6,Adm,Xpo6,Gm6548,Atp2b4,Prkcd,Grhl1,Tex15,Nhsl2,Olfm2,Immp2l,Gprc5c,Sertad1,Mmp14,Ass1,Igtp,A430035B10Rik,Mmp16,9430038I01Rik,Ica1l,Hmgn2,Plp2,Irgm2,Ptchd1,Grin3a,Trpv2,Gm16023,Ocrl,Chmp1a,Tmem176b,Trim25,Slc4a10,Gabrb2,Plekhg5,Chtop,Cacna2d2,Mir3064,Hmgn3,Erc1,Rbms1,Pisd,Lrrc75a,Fam219b,Wdr90,Cpne1,Pigl,1700006F04Rik,Clic1,Apaf1,Rgs17,Tmem186,Cflar,Palm,Pam,Htr7,Alkbh1,Slc7a11,Gmppa,Smim30,Fam241a,Wwc1,Aff3,Asb1,Arhgap27,Nectin2,Man1c1,Fbn2,Gabrg2,Dgkh,Pcdh17,Gpr37,Rpl32l,Cwc22,Fgd2,Dok6,Phf3,Gm6498,Cacng5,Pals2,Smad6,Mapk3,Ric8a,Rgs3,Klhl5,Cntnap5b,Hs6st3,H2-Ab1,Tmsb10,Nck2,Tmbim1,Actn2,S100a1,Ptpn11,Syce2,Arhgap27os3,Fgfr3,1600029O15Rik,Uba2,Itgb1,Pkp4,Il11ra1,L1cam,Nfkbie,Pacrg,Shisal1,Mical1,Rps18,Astn2,Nop16,Rad52,Ybx1,Greb1l,Tmem119,Lrrtm3,Fstl4,Asl,Maml3,Pcdhga4,Gm5148,Eml1,Bgn,Stat6,Ptpn13,Fbln7,Hmgn1,Cnot8,Tom1,Mxi1,Psme1,Sh3bgrl,Abhd4,Vps37b,Mxra8,Frmd8,Zfp319,Cpsf3,Myl1,Qpct,Bex4,Itsn1,Fbln5,Zmynd11,Trim62,F11r,Kirrel3,Samd8,Alkbh2,Syt1,Palmd,Pgrmc2,Grik3,Skap1,Prpf39,Kcnd1,Rsu1,Tex33,Fpgt,Sorcs3,Scn2b,Lrrtm2,Itpk1,Scmh1,Slc7a8,Prelp,Tppp,Antxr2,Pkib,Rxfp3,Snu13,Gm10578,Nme3,Rab3b,Rala,Kcnc4,D030028A08Rik,Unc13b,Crispld1,Epn2,Clcn1,Il4ra,Nxn,Ascl2,Ctnna1,Rnpc3,Erlin2,Gpx8,Pard6g,Styx,Cd47,Tnnt1,Ptpn14,Mpv17l2,Pla2g6,Tex43,Th,Tmem132b,St8sia4,Tnc,Firre,Fdxr,Marcksl1,Sh3kbp1,Palld,Abcb1a,Aldoart2,Flywch2,Hamp,Rnase4,Tns3,Nog,Kitl,Scn9a,Tnr,Ccdc28b,Usp11,1700001K19Rik,Cpne8,Tmx1,Hspb1,Commd7,Speg,Ctc1,Adarb2,Egfl7,Trmt1l,Rsph9,Id4,Flrt3,Trafd1,Eps15,Ptpn5,Fut9,Zfp57,Pan2,Cd63,Mxra7,Ppfia2,Mmrn2,Csrp1,Ces2g,Tmprss3,Ube2ql1,Gldn,Smim22,Med18,Fam178b,Asphd2,Dpysl3,Arhgap39,Gtf3a,Zfyve1,Adcy2,Ppef1,Tbc1d8,Fubp3,Wdr6,Igsf21,Cmtm4,Zfp185,Ubtd2,Hacd4,Mboat2,Zfp646,Snx8,Nrp1,Vamp8,Dusp11,Pnrc2,H2-DMb2,Ccdc77,Vamp2,Fmod,Dmd,B230216N24Rik,Wdr76,Abhd2,Ly6h,Gtf2ird1,Rps6,Tpm4,Mcmbp,Sipa1l1,Pea15a,Defb47,R74862,9430091E24Rik,Pcnx,Eml6,Igsf8,Shc3,Sgpl1,Prdx1,Th,Gata3,Mafb,Prph"
Brain,Upper layer 2 cell,"Cntn5,Mdga1,Cdh13,Cux2,Chrm2,Kcnh5,Astn2,Grm1,Trpc6,Ccbe1"
Brain,Upper layer 3 cell,"Ccbe1,Mdga1,Kcnh5,Cntn5,Chrm2,Astn2,Cdh13,Grm1,Trpc6,Cux2"
Brain,Vascular cell,"Col1a2,Gata2,Flt1,Sox18,Vtn,Bnc2,Slc6a13,Slc47a1"
Brain,Ventral otocyst,"Pax2,Gli1,Hes1,Otx2,Sox2,Hey2,Ntf3,Otx1,Fbxo2,Fzd8,Lfng,Trpm3,Otol1"
Breast,B cell,"Igkc,Ms4a1,Cd79b,Cd79a,Cd79a,Cd79a,Ms4a1,Cd19,Ighm,Ighd"
Breast,Basal cell,"Krt14,Nanog,Sox2,Pou5f1,Krt5"
Breast,Dendritic cell,"Xcr1,Ccl22,Napsa,Cd209a,Traf1,Flt3"
Breast,Epithelial cell,"Cdh1,Krt18,Krt18,Prlr,Krt17,Krt8,Krt18,Krt7,Krt5,Epcam,Krt18,Chil1,Krt8,Epcam,Fxyd3,Plet1,Trps1,Lcn2,Krt18,Epcam,Cdh1,Cd24a,Epcam,Krt8,Krt5"
Breast,Fibroblast,"Pdgfra,Pdgfra,Col1a1,Col1a2,Col3a1,Fn1,Col3a1,Fap,Fap"
Breast,Immune cell,"Srgn,Laptm5,Fyb,Vps37b,Rgs1,Ptprc,Stk17b,Trbc2,P2ry10,Cd52"
Breast,Luminal cell,"Krt8,Pou5f1,Sox2,Nanog,Krt8,Prom1,Ltf,Mfge8,Pgr,Prlr,Elf5,Trf,Esr1,Wfdc18,Cited1,Csn3,Krt8,Krt18"
Breast,M2 macrophage,"Arg1,Adgre1,Mrc1,Mrc1,Arg1,Mrc1,Mrc1,Cd163"
Breast,Macrophage,"Adgre1,Adgre1,Adgre1,Adgre1,Mafb,Cd14,Mrc1,Cd68,Csf1r,Adgre1,C1qa,Adgre1,Adgre1,Itgam,Cd14"
Breast,Mesenchymal cell,"Twist1,Vim,Snai1,Snai2,Zeb1,Ptgs2,Vim,Zeb1,Fn1,S100a4,Snai1"
Breast,Myoepithelial cell,"Krt14,Mylk,Myh11,Myl9,Krt15,Acta2,Krt14,Krt17,Tcp1"
Breast,Natural killer cell,"Ncr1,Nkg7,Gzma,Ncr1,Nkg7,Klrb1c"
Breast,Neutrophil,"S100a9,Mmp9,Prok2,S100a8,Vegfa,Mmp8,S100a9"
Breast,Stem cell,"Sox2,Nanog,Prom1,Itgb1,Itgb1"
Breast,Stromal cell,"Tcf4,Sparc,Col5a2,Col4a1,Igfbp7,Col4a2,Fstl1,Vim,Lamb1,Adamts4"
Breast,T cell,"Cd8b1,Cd3d,Cd3e,Cd3e,Cd3g,Cd3d"
Cartilage,Skeletal stem and progenitor cell (SSPC),"Itgav,Lepr,Pdgfra,Eng,Pdgfrb,Cxcl12,Grem1,Ly6a,Cd200"
Cerebellum,Golgi cell,"Rasgrf1,Slc6a5,Galntl6,Gprin3,Sst,Grm2"
Colon,Cancer stem cell,"Prom1,Lgr5,Prom1,Sox2,Dclk1"
Colon,Colonic sensory neuron,"Ntm,Tafa1,Smr2,Cbln2,Trpa1,Hpse,Mrgprd"
Colon,Neuron,"Trpa1,Ntm,Smr2,Cbln2,Mrgprd,Hpse,Tafa1"
Ear,Deiters’ cell,"Bace2,Ceacam16,Fgfr3,Prox1,Hes5"
Ear,Greater epithelial ridge cell,"Igf2,Dlx5,Adrb2,Socs1,Igfbp3,Socs3"
Ear,Hair cell,"Myo6,Myo7a,Otof,Myo7a,Pvalb,Calb2,Kcna10,Myo6,Fgf8,Kcna10,Pvalb,Efemp1"
Ear,Outer hair cell,"Slc26a5,Ocm,Insm1,Slc17a8,Slc26a5,Fgf8"
Ear,Schwann cell,"Cdc20,Mpz,Egfl8,Fabp7,Top2a,Pmp22,Mbp,Mpz"
Embryo,1-cell stage cell (Blastomere),"Ciapin1,Tubg2,H1f8,Klhdc3,Trafd1,Spg21,Cdk2ap2,Blcap,Acvr1b,Shmt2,Dclk2,Dusp7,Asf1b,Accsl,Troap,Tent4a,Klf11,Bcl2l10,Zfyve21,Zswim3,Stard7,Mknk1"
Embryo,4-cell stage cell (Blastomere),"Arih1,Gng12,Cdca7l,Arg2,Git2,Tomm34,Adpgk,Clock,Cnot6l,Rnf38,Sin3a,Tent5c,Eif4enif1,Zbtb39"
Embryo,8-cell stage cell (Blastomere),"Phax,Kdm5b,Eif4g1,Cdc37,Snu13,Fam32a,Diablo,Eif1ad,Yrdc,Med28,Znrd2,Abcf1"
Embryo,Arterial cell,"Dll4,Cxcr4,Notch4,Gja5,Vegfc,Msx1,Jag2,Hey1,Unc5b,Hes1,Acvrl1,Efnb2,Gja4,Sox17,Tox2"
Embryo,Boundary cap cell (BCC),"Ntn5,Prss56,Wif1,Egr2,Hey2"
Embryo,Cardiac-muscle-cell lineage,"Myocd,Tbx20,Ryr2,Ctnna3,Myl2,Hcn4"
Embryo,Cardiomyocyte,"Tnnt2,Vim,Myl4,Neb,Hand1,Tbx3,Mef2c,Hand2,Emcn,Nid1,Tbx20,Gata4,Tnnc1,Fbn1,Bmp4,Ttn,Popdc2,Ttn"
Embryo,Connective tissue progenitor cell,"Postn,Adamts9,Il1rapl2,Meox2,Ror1,Tgfb2"
Embryo,Definitive erythroid-cell lineage,"Abcb4,Hbb-bs,Hba-x,Slc4a1,Kel,Snca"
Embryo,Ectoderm cell,"Otx1,Lhx5,Hoxb1,Neurod1,Pax6,Nes"
Embryo,Embryonic ectoderm(Ecto) cell,"Otx2,Hes3,Sox2,Ptn,Pax6"
Embryo,Embryonic mesodermal cell,"Hoxb1,T,Twist2,Meox1,Twist1,Cdx1,Hand1"
Embryo,Embryonic stem cell,"Pou5f1,Fut4,Pou5f1,Fut4,Sox2,Pou5f1,Nanog,Esrrb,Klf4,Tdh,Klf4,Nanog,Gbx2,Pou5f1,Dppa2,Tfpi"
Embryo,Endocardial cell,"Tal1,Cdh5,Rdx,Sox7,Ramp2,Fli1,Gata2"
Embryo,Endodermal cell,"Gata6,Pax9,Foxa1,Hhex,Epcam,Epcam,Cxcr4,Foxa1,Wnt5b,Foxa2,Foxa2,Nepn,Cxcr4"
Embryo,Endothelial cell,"Pecam1,Pecam1,Pecam1,Tek,Pecam1,Pecam1,Tek,Egfl7,Pecam1,Sox18,Lyve1,Pecam1,Egfl7,Ptprb,Pecam1,Klhl4,Hbegf,Vwf,Icam2,Icam2,Sox7,Sox7,Kdr,Fli1,Flt1,Cdh5,Kdr,Egfl7,Pecam1,Cdh5,Kit"
Embryo,Epiblast cell,"Nanog,Pou5f1,Lin28b,Dnmt3b,Fgf5,Tdgf1,Nanog,Sox11,Fgf5,Pou5f1,Tdgf1,Gdf3,Nanog,Otx2"
Embryo,Epithelial cell,"Trp63,Epcam,Grhl2,Krt5,Krt14,Krt15"
Embryo,Fibroblast,"Col5a2,Thy1,Crabp1,Fabp5,Runx1,Col3a1,Fn1"
Embryo,Germ cell,"Pou5f1,Sycp3,Fut4,Morc1,Hexb,Zp3,Mcf2,Ddx4"
Embryo,Hematopoietic stem cell,"Pdzk1ip1,Mecom,Fgd5,Vwf,Hoxb5"
Embryo,Hepatocyte,"Hoga1,Pik3c2g,Apoa2,Afp,Alb"
Embryo,Inner cell mass,"Foxa2,Gata6,Fgf4,Sox17,Nanog,Lifr,Gata4,Sox2"
Embryo,Jaw progenitor cell,"Sox9,Pax9,Foxp2,Col11a1,Col2a1,Col9a1"
Embryo,Macrophage,"Fcgr2b,Fcgr3,Fcgr1,Vcam1,Marco,Il1b,Lyz2,Cxcl2"
Embryo,Megakaryocyte,"Itgb3,Ppbp,Cd226,Pf4,Itga2b"
Embryo,Melanocyte,"Pmel,Tyr,Ednrb,Plp1,Fabp7"
Embryo,Mesoderm cell,"Eomes,Nkx2-5,Hand1,Myf5,Tlnrd1,Isl1,T,Mesd,Myod1,Tbx2,Kdr,Foxf1,Foxf1,Hand1,Hand1,Foxf1"
Embryo,Mesodermal progenitor cell,"Wnt3,Mixl1,Mesp1,Cxcr4,Pdgfra"
Embryo,Morula cell (Blastomere),"Atp5pb,Psma1,Aimp1,Mrpl27,Gsta3,Rpl17,Cct6a,S100a11,Mtrex,Gldc,Bcat1,Cse1l,Gtf2h5,Cct5,Bin1,Kyat3,Psmc6,Srsf6,Rps27a,Snx6,Rpl34,Esrrb,Mrps17,Rpl7,Hacd3,Rpl11,Atp5h,Gja1,Rpl39,Rpl22,Sem1,Cnih4,Fkbp3,Papola,Lrpprc,Ipo5,Serbp1"
Embryo,Neural progenitor cell,"Prmt8,Gadd45g,Cdkn1c,Btg2,Sox2,Pax6"
Embryo,Neuron,"Atoh1,Bcl11b,Slc17a7,Sepsecs,Neurog2,Runx1,Ntrk1,Neurog1,Ret,Ntrk2,Ntrk3,Runx3,Tubb3,Sox1,Pax6,Irx3,Prph,Tubb3,Ntrk1,Trp73,Isl1,Tbr1,Dner,Dcx"
Embryo,Notochord cell,"Ntn1,Slit1,Shh,Nog,Lmx1a,Lmx1a,Nog"
Embryo,Olfactory ensheathing cell,"Hes5,Sox5,Wif1,Frzb,Ptn,Ptprz1,Sema6a,Nkd2,Nell2,Adgrg1,Dpysl3,Lypd6,Plp1"
Embryo,Oocyte,"Tube1,Lrrc49,Daw1,Abi3bp,Igsf11,Hook2,Carmil1,Ankra2,Irag2,Slc2a12,Ampd3,Tent2,Trak1,Depdc7,Lmo3,Tmem131,Lonrf1,Mob4,Eif4e3,Cnn3,Fbxo43,Stxbp5,Vamp4,Cep78,Sestd1,Smc6,Mest,Hook1,Rai14,Gnpda2,Mctp2,Dcun1d5,Mitd1,Rexo2,Gucy2c,Papss1,Lonrf2,Spire1,Dclre1a,Dnajc3,Snx25,Dpy30,Nckap5,Ggct,Nup37,Tmcc1,Lrch1,Tapt1,Rhot1"
Embryo,Osteoblast,"Camk1d,Twist2,Runx2,Col1a1,Rbm8a,Prrx1"
Embryo,Pre-haematopoietic stem cell,"Ank,Rps6ka5,Stat4,Marveld1,Tbkbp1,Xk,Dglucy,Nfix,Hlf,Mamdc2,9030619P08Rik,Gm16548,Nrgn,Slc26a11,Slco3a1,St3gal1,Rab38,Neurl3,Procr,Vipr1,Kcnn4,Wdfy1,Ablim1,Dnah11,Angpt1,Camsap3,Slc25a23,Cyp26b1,Vipr2,Pglyrp2,Chad,Mpl,Serpina3g,Bmx,Slc18a2,Tmem176b,Itgb3,Slc22a4,Epb41l4aos,Serpinb6b,Eya2,Car2,Gfi1,Fgfr3,Mctp1,Lgals3bp,Pdlim1,Gcnt2,Pgap4,Pdzk1ip1,Mycn,Bcl11a,Art4,Gabarapl1,Cd27,Pde9a,Serpinf1,Acot11,Vwf,Zfp512b,Msi2,Pik3c2b,Ikzf2,Ptgis,Dnmt3b,Mfsd6,Ctnnal1,Crebrf,Hif3a,Adgrg1,Selp,Spns2,Lama5,Tal1,Tmem26,Lratd2,Nkx2-3,Olfr632,Trim6,Timp2,Meis1,Efcc1,Trim47,Mllt3,Gck,Clu,Irf2,Pdcd4,Vdr,Ocln,Tamalin,Akr1c14,Setbp1,Calcrl,Fam181b,Fam120c,Anpep"
Embryo,Premature oligodendrocyte,"Pcdh19,Cdon,Emx1,Id4,Fut9"
Embryo,Primordial germ cell,"Pou5f1,Klf5,Dppa3,Tdrd12,Ifitm1,Dppa3,Dppa3,Pou5f1,Pou5f1,Dppa3,Prdm1,Nanog,Sox2,Dnd1,Dppa3,Prdm14,Nanos3,Fbxo15,Rbmxl2,Pou5f1"
Embryo,Progenitor cell,"Lin28a,Sox1,Hes5,Sox9,Sox2,Id2,Eomes"
Embryo,Radial glial cell,"Fzd10,Fabp7,Pth2r,Hes5,Pax3,Aldoc,Hes5,Fabp7,Nes"
Embryo,Sensory neuron,"Pou4f1,Dcx,Syt13,Pcbp3,Ptprr,Shox2"
Embryo,Smooth muscle cell,"Tagln,Myh11,Acta2,Col1a1,Eln,Myh10,Acta2,Itga1,Rgs5,Actg2,Tagln"
Embryo,Stem cell,"Esrrb,Tet2,Pax3,Sox2,Sox21,Pax6,Sox2,Nes,Krt8,Thbs1,Cryab,Krt19,Krt7,S100a6,Gsn,Sox2,Pou5f1,Esrrb,Adgra3"
Embryo,T cell,"Cd3e,Trbc2,Tcf7,Thy1,Foxp3"
Embryo,Tooth progenitor cell,"Sox9,Col2a1,Pax9,Foxp2,Col11a1,Col9a1"
Embryo,Trophectoderm cell,"Tfap2a,Eomes,Cdx2,Elf5,Gata3,Cdx2"
Embryo,White blood cell,"Lyz2,Apoe,Ptprc,Selenop,Ly86"
Esophagus,Basal cell,"Itgb1,Itga6,Krt14,Krt15,Trp63,Sox2"
Esophagus,Columnar cell,"Muc5ac,Tff1,Krt8,Krt18,Cldn18,Krt7"
Esophagus,Squamous cell,"Krt14,Krt5,Krt13,Trp63,Krt4"
Eye,Amacrine cell,"Pax6,Prox1,Pax6,Gad1,Slc6a9,Gad1,Pax6,Tfap2a,Pax6,Tfap2a,Gad1,Tfap2b,Tfap2a"
Eye,Astrocyte,"Gfap,Rlbp1,Pax2,S100b,S100b,Pax2,Gfap,Gfap,Aqp4"
Eye,B cell,"Ebf1,H2-Ab1,Cd74,Cd79a,Igkc"
Eye,Bipolar cell,"Vsx2,Grik1,Grm6,Vsx2,Grik1,Grm6,Vsx2"
Eye,Cone photoreceptor cell,"Arr3,Opn1mw,Opn1mw,Arr3,Otx2,Crx"
Eye,Conventional dendritic cell(cDC),"Naaa,Cd74,Ifi205,H2-Ab1,Cst3"
Eye,Endothelial cell,"Cav2,Aqp1,Gpihbp1,Igfbp7,Aplnr,Cav1,Actg2,Tm4sf1,Esam,Myl9,Emcn,Sparcl1,Vwf,Tagln,Cldn5,Ctla2a,Pecam1,Fbln2,Egfl7,Plvap,Acta2,Ecscr,Sox17,Cavin2,Notch1,Notch4,Dll4,Jag1,Tie1,Cldn5,Cldn5,Tie1,Pecam1,Myh11,Mlana,Cspg4,Col1a1,Kdr,Rlbp1,Mbp,Vwf,Acta2,Pmel,Pdgfrb,Pdgfra,Cdh5,Mag,Cldn5,Tagln,Flt1,Mpz,Rpe65,Ptprc,Pecam1,Cdh5,Dcn"
Eye,Epithelial cell,"Runx1,Pip,Esp6,Cited4,Cldn3,Mia,Mif,Krt8,Scgb2b2,Phyh,Pkm,Wfdc1,Krt15,Krt14,Kcnn4,Fxyd3,Crabp2,Krt18,Cldn10"
Eye,Erythroid cell,"Mkrn1,Hba-a2,Bpgm,Alas2,Snca"
Eye,Ganglion cell,"Pou4f2,Thy1,Nefl,Nefl,Thy1,Pou4f2,Pou4f1,Zic1,Tfap2d,Rbpms2,Mapt,Irx3,Nefm"
Eye,Horizontal cell,"Lhx1,Pax6,Calb1,Lhx1,Calb1,Lhx1"
Eye,Immune cell,"Slc40a1,Cfp,C1qc,Selenop,Coro1a,Pf4,Fcer1g,Cxcl2,Ctss,C1qa,Hdc,Fcgr3,Cd68,Cd52,Apoe"
Eye,Lymphocyte,"Gmfg,Lsp1,Rgs1,Lat,Cd3g,Pim1,Coro1a,Cd52,Cxcr6,Rgcc,Ptprcap,Klk8,Lgals3,Srgn,Cd37,Cds1,Cxcl13,Tap1,Serpinb9,Tmsb10,C1qa"
Eye,Macrophage,"Adgre1,Folr2,F13a1,C1qc,Lsp1,Gmfg,Rgs1,C1qb,Fcgr3,Coro1a,Srgn,Ctss,Pld4,Cd68,Clec4n,Ccl12,Ms4a7,Pf4,Cd209f,C1qa,Tyrobp,Cxcl2,Gatm,Cd14,Lyz2,Unc93b1,Iba1,H2-Ab1,Cd209a,Cd74,Lyz2"
Eye,Mast cell,"Egr1,Fos,Mcpt4,Cma1,Apoe,Cpa3"
Eye,Microglial cell,"Cx3cr1,Tmem119,C1qa,Hexb,Sparc,Trem2,Aif1,Csf1r,Ly86,C1qa,P2ry12,C1qa"
Eye,Migratory dendritic cell,"Ccl22,Tbc1d4,Ccl5,Cd74,Ccr7,Marcksl1,H2-Ab1,Cst3"
Eye,Monocyte,"Mafb,Cd74,H2-Ab1,Apoe,Lyz2"
Eye,Myoepithelial cell,"Krt14,Cnn1,Actg2,Acta2,Tagln,Myl9,Acta2"
Eye,Müller glial cell,"Pax6,Vsx2,Rlbp1,Glul,Slc3a2,Vim,Rlbp1,Vim,Rlbp1,Slc3a2,Glul"
Eye,Neuron,"Pou4f1,Pou4f2,Pea15a,Gad2,Calb2,Avpr1a,Sst,Gad1,Drd1,Dlk2,Syt10,Calb1,Avp,Nms,Rgs16,Cck,Penk,Rorb,Vipr2,Lhx1,Vip,Slc32a1,Vgf,Scg2,Slc17a6,Prok2"
Eye,Pericyte,"Kcnj8,Acta2,Tagln,Tagln,Acta2,Pdgfrb"
Eye,Photoreceptor cell,"Nrl,Prdm1,Gnat1,Onecut1,Nr2e3,Crx,Gnat2,Abca4,Otx2,Pdc,Rom1,Gnb3"
Eye,Retinal ganglion cell,"Pax6,Sox11,Isl1,Pou4f3,Sox12,Pou4f1,Tubb3,Thy1,Pou4f2,Isl2,Sox4,Pax6,Rbpms,Slc17a6"
Eye,Rheaume et al.Nat Commun.11,"Synpo,Armc2,9530077C05Rik,Hcrtr2,Prps2,Stxbp6,Gjc1,Lacc1,Tpbgl"
Eye,Rheaume et al.Nat Commun.14,"Alkal2,Pcgf5,Nr0b1,Jam2,Gm10631"
